発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,ハード・メモリ,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1989-12-14,-,2,TAB,セガ,マージャンCOP竜白狼の野望,"￥5,500","￥5,500代",0,MD,,,,,,,,
1989-12-15,-,3,SLG,テクノソフト,ヘルツォーク・ツヴァイ,"￥6,800","￥7,000代",0,MD,,,岩永孝,福田泉|マーク・ウィリアム・エリクセン,新井直介|大谷智巳,,,
1989-12-16,-,4,RPG,セガ,ヴァーミリオン,"￥8,500","￥8,500代",0,MD,,,,,,,,
1989-12-23,-,3,SHT,マイクロネット,カース,"￥6,800","￥7,000代",0,MD,,,,,,,,
1989-12-23,31,3,ACT,セガ,ゴールデンアックス,"￥6,000","￥6,000代",8,MD,,,,内田誠,中林亨|高田陽,,,
1990-01-01,-,3,ETC,セガ,メガアンサー,"￥34,000","￥34,000代",0,MD,,,,,,,,
1990-01-13,-,2,PUZ,セガ,ズーム,"￥5,500","￥5,500代",0,MD,,,,,,,,
1990-01-30,-,2,PUZ,メサイヤ,史上最大の倉庫番,"￥5,200","￥5,000代",0,MD,,,,,,,,
1990-02-24,-,3,RPG,セガ,ソーサリアン,"￥7,000","￥7,000代",0,MD,,,木屋善夫,木屋善夫|山根ともお|都築和彦|大浦孝浩|佐藤善美|古代彩乃|小林誠(マニュアルイラスト),古代祐三|石川三恵子|竹林令子|永田英哉,五十嵐哲也|富一成|山根ともお|都築和彦,加藤正幸,
1990-03-02,-,3,SPT,セガ,スーパーリアルバスケットボール,"￥6,000","￥6,000代",0,MD,,,,,,,,
1990-03-03,-,3,ACT,タイトー,ザ・ニュージーランドストーリー,"￥6,800","￥7,000代",0,MD,,,,,,,,
1990-03-09,-,3,SHT,アスミック,エアダイバー,"￥6,800","￥7,000代",0,MD,,,,,,,,
1990-03-16,-,3,SHT,メサイヤ,重装機兵レイノス,"￥6,200","￥6,000代",0,MD,,,,,,,,
1990-03-23,-,3,SHT,電波新聞社,アフターバーナーII,"￥6,900","￥7,000代",0,MD,,鈴木裕|浜垣博志,三船敏,鈴木裕,川口博史,,中山隼雄,
1990-03-23,-,3,SPT,タイトー,ファイナルブロー,"￥6,800","￥7,000代",0,MD,,,藤末一郎|木下昌也|大野木雄一|いしわたたかゆき,石川幸生|沼田和博|野村明生,"ZUNTATA SOUND TEAM",,,
1990-04-07,-,3,SHT,セガ,ダーウィン4081,"￥6,000","￥6,000代",0,MD,,,,,,,,
1990-04-21,-,5,RPG,セガ,時の継承者ファンタシースターIII,"￥8,700","￥8,500代",0,MD,,佐伯広人|ヤン・ワット,SWEEPER|塚本一成,尾崎豊中|せがわまさき,竹内出穂,佐伯広人,塚本一成,
1990-04-27,-,4,ADV,シグマ商事,サイオブレード,"￥8,500","￥8,500代",0,MD,,横山英二,西脇健太郎|小田芳郁,"中島健二|中島健二|三浦かよ子|YOSHINORI MASUDA|AKIMICHI MORIBE|早瀬孝子",長谷川和伯|富田茂,"TEAM RACCOON",横山俊朗,
1990-05-19,-,3,ACT,セガ,DJボーイ,"￥6,000","￥6,000代",0,MD,,,,,,,,
1990-05-26,-,3,SHT,セガ,ウィップラッシュ惑星ボルテガスの謎,"￥6,000","￥6,000代",0,MD,,,,,,,,
1990-06-08,-,2,TAB,サンソフト,TEL・TELまあじゃん,"￥5,800","￥6,000代",0,MD,,,,,,,,
1990-06-08,31,3,SHT,テクノソフト,サンダーフォースIII,"￥6,800","￥7,000代",0,MD,,,,,,,,
1990-06-23,30,3,SHT,セガ,大旋風,"￥6,000","￥6,000代",0,MD,,,,,太田理,,,
1990-06-30,-,3,ACT,セガ,ゴーストバスターズ,"￥6,000","￥6,000代",0,MD,,,,,エルマー・バーンスタイン,ダン・エイクロイド|ハロルド・ライミス,,
1990-06-30,-,1,PUZ,セガ,コラムス,"￥5,500","￥5,500代",13,MD,,,,ジェイ・ギールセン,上保徳彦,,,
1990-07-14,-,3,ACT,セガ,ESWAT,"￥6,000","￥6,000代",0,MD,,,,,,,,
1990-07-20,-,3,SHT,ナムコ,フェリオス,"￥5,800","￥6,000代",0,MD,,,,,川元義徳,,,
1990-07-27,-,3,ACT,サンソフト,バットマン,"￥6,500","￥6,500代",0,MD,,,,,,,,
1990-07-28,-,3,SPT,セガ,サイバーボール,"￥6,000","￥6,000代",0,MD,,,,,,,,
1990-08-09,34,3,RAC,セガ,スーパーモナコGP,"￥6,000","￥6,000代",6,MD,,,,小口久雄,並木晃一,,,
1990-08-10,-,3,ACT,タイトー,ラスタンサーガII,"￥6,800","￥7,000代",0,MD,,小林よしのり,小林よしのり|とみたかひであき|たかはしとおる|かざまひでお,西村年幸|西村年幸|讃岐平|河上聖治|栗城源也,八木下直人|高木正彦,,小林よしのり,
1990-08-10,-,3,ACT,シグマ商事,四天明王,"￥6,200","￥6,000代",0,MD,,,,,,,,
1990-08-25,-,3,ACT,セガ,マイケルジャクソンズムーンウォーカー,"￥6,000","￥6,000代",10,MD,,,,マイケル・ジャクソン,中林亨,,,
1990-08-26,-,3,SHT,ユニパック,XDR,"￥6,800","￥7,000代",0,MD,,,,,,,,
1990-09-07,-,3,SHT,ホット・ビィ,インセクターX,"￥6,800","￥7,000代",0,MD,,,,,,,,
1990-09-07,-,2,PUZ,ナムコ,クラックス,"￥4,900","￥5,000代",0,MD,,,デヴィッド・エーカース,マーク・スティーブン・ピアス,ブラッド・フラー,,,
1990-09-07,-,2,SHT,タイトー,スペースインベーダー90,"￥5,900","￥6,000代",0,MD,,,,,,,,
1990-09-28,-,3,SHT,メサイヤ,ヘルファイアー,"￥6,800","￥7,000代",0,MD,,,,,上村建也,,,
1990-09-29,-,6,ACT,セガ,ストライダー飛竜,"￥7,000","￥7,000代",0,MD,,,やまうちとしひろ|小松多恵|みきとしひこ|桑名正|金子清巳,四井浩一|藤原得郎|吉本伸一|坂下眞司|栗原明美,民谷淳子,,,
1990-10-05,-,3,ACT,タイトー,レインボーアイランドエキストラ,"￥6,800","￥7,000代",0,MD,,,藤末一郎|みきこうじ|おくのこうじ,三辻富貴朗|三辻富貴朗|讃岐平,相澤静夫|小倉久佳,三辻富貴朗,,
1990-10-12,-,3,ACT,ウルフチーム,FZ戦記AXIS(アクシス),"￥6,800","￥7,000代",0,MD,,,,,,,,
1990-10-12,-,4,ACT,サンリツ電気,ファットマン,"￥7,800","￥8,000代",0,MD,,,,,,,,
1990-10-19,-,3,SHT,ナムコ,バーニングフォース,"￥5,800","￥6,000代",0,MD,,,,,川元義徳,,,
1990-10-20,-,3,SHT,セガ,アローフラッシュ,"￥6,000","￥6,000代",0,MD,,,,,,,,
1990-10-21,-,3,SPT,サンソフト,TEL・TELスタジアム,"￥6,500","￥6,500代",0,MD,,,"竹内昭人|ふじいひろかつ|メ メ|あんどうはつえ",AKIRA|AME,"VIAL MUSIC",,,
1990-10-27,-,3,ACT,セガ,ダイナマイトデューク,"￥6,000","￥6,000代",0,MD,,,,,,,,
1990-11-02,31,3,SHT,東亜プラン,鮫!鮫!鮫!,"￥6,500","￥6,500代",0,MD,,弓削雅稔,弓削雅稔,岩渕孝悦|中岡慎太郎,弓削雅稔,,,
1990-11-16,-,3,SHT,ウルフチーム,グラナダ,"￥6,800","￥7,000代",0,MD,,,,,,,,
1990-11-21,30,3,ACT,セガ,アイラブミッキーマウスふしぎのお城大冒険,"￥4,800","￥5,000代",10,MD,,山本恵美子(メガドライブ)|吉田芳雄(マスターシステム|ゲームギア),SATMAN(メガドライブ)|KOTTU(メガドライブ)|MUIMUI(メガドライブ)|ORE(メガドライブ)|庄司卓(マスターシステム|ゲームギア),"山本恵美子|吉田芳雄(マスターシステム|ゲームギア)|Michel Koba(マスターシステム|ゲームギア)|遠藤智三(マスターシステム|ゲームギア)|湯田高志(メガドライブ)|MIKARIN(メガドライブ)|LA-RIE(メガドライブ)| MACCOCHAN(メガドライブ)|川口貴子(マスターシステム|ゲームギア)|KYUUZOU F.(マスターシステム|ゲームギア)",神谷重徳,,"Stephan L. Butler|ORE(メガドライブ)",
1990-11-22,-,2,PUZ,ナムコ,メガパネル,"￥4,900","￥5,000代",0,MD,,,PRIMON,乗松聡,田島勝朗,,,
1990-11-25,-,3,PUZ,マイクロネット,ジャンクション,"￥6,000","￥6,000代",0,MD,,,,,,,,
1990-12-01,-,3,ACT,セガ,シャドーダンサーザ・シークレット・オブ・シノビ,"￥6,000","￥6,000代",0,MD,,,,,,,,
1990-12-12,-,3,SPT,アスミック,キューティー鈴木のリングサイドエンジェル,"￥6,800","￥7,000代",0,MD,,,なかみちさえこ,"NARISAWA|A AND K",森彰彦,,たかさきかずゆき,
1990-12-14,-,3,ACT,トレコ,アトミックロボキッド,"￥6,800","￥7,000代",0,MD,,,新井利男,藤沢勉|藤沢勉|たじまとくひさ,メカノアソシエイツ,,,
1990-12-14,-,3,SHT,テクノソフト,エレメンタルマスター,"￥6,800","￥7,000代",0,MD,,,,,,,,
1990-12-14,-,3,TAB,ゲームアーツ,ぎゅわんぶらあ自己中心派片山まさゆきの麻雀道場,"￥6,800","￥7,000代",0,MD,,,,,,,,
1990-12-15,-,3,ACT,セガ,まじかるハットのぶっとびターボ!大冒険,"￥5,800","￥6,000代",0,MD,,,,,,,,
1990-12-18,-,3,SHT,ナムコ,デンジャラスシード,"￥5,800","￥6,000代",0,MD,,H.SHIMA,A.SAM|S.SHIMIZU,S.SHIMIZU|篠崎雄一郎|篠崎雄一郎|佐々木茂雄|福岡充,奈雲美徳,,,
1990-12-20,-,3,ACT,セガ,クラックダウン,"￥6,000","￥6,000代",0,MD,,,,,川上泰広,,,
1990-12-20,-,6,SHT,タイトー,ダライアスII,"￥8,900","￥9,000代",0,MD,,藤原英裕,大槻朗|中村辰男|廿楽昌志|征矢野伸二,藤原英裕|仙波隆綱|菊池正美|仙波隆綱|加藤久和,小倉久佳,,藤原英裕,
1990-12-21,-,3,ADV,メサイヤ,スタークルーザー,"￥7,300","￥7,500代",0,MD,,,吉村功成|久原信広|宮園武志,吉村功成,山中季哉,吉村功成|宮園武志,,
1990-12-21,30,2,RAC,テンゲン,ハードドライビン,"￥5,900","￥6,000代",0,MD,,,マックス・ベヘンスキー|ステファニー・モット,リック・モンクリーフ|エリック・ダーフィー|マックス・ベヘンスキー|ジェド・マーゴリン|ステファニー・モット|サム・コムストック|クリス・モーザー|デボラ・ショート,ドン・ディークナイテ,,,
1990-12-21,-,3,SHT,東亜プラン,武者アレスタ,"￥6,800","￥7,000代",0,MD,,,外山雄一|弓恭羅,コンパイル|中島和之,迫田敏明,,仁井谷正充,
1990-12-22,-,3,ACT,セガ,モンスターレア,"￥6,000","￥6,000代",0,MD,,西澤龍一,星崎直樹,石塚理恵|鈴子裕美,坂本慎一,,,
1990-12-26,-,6,SHT,テレネット,ガイアレス,"￥8,400","￥8,500代",0,MD,,,,,,,三並達也,
1990-12-26,-,3,SHT,東宝,ヘビーユニットメガドライブスペシャル,"￥6,500","￥6,500代",0,MD,,,,,,,,
1991-01-01,-,3,SPT,日刊スポーツ/データサプライズ/ＶＡＮ,日刊スポーツプロ野球VAN,"￥7,000","￥7,000代",0,MD,,,,,,,,
1991-01-03,-,3,ACT,セガ,ゲイングランド,"￥6,000","￥6,000代",0,MD,,,大岡良樹,マック・オースティン|ヤン・ワット|EIRO,高田陽|林克洋,,,
1991-01-25,-,2,ACT,タイトー,ヴォルフィード,"￥4,900","￥5,000代",0,MD,,,こばやしよしのり|つかのとしあき|おきよういち,三辻富貴朗|三辻富貴朗|讃岐平|栗城源也,小倉久佳,,,
1991-01-25,-,3,SHT,メサイヤ,ジノーグ,"￥6,500","￥6,500代",0,MD,,高杉学,HALLOWEEN|MOIYAH,瀧沢久己|中井覚,岩垂徳行|おおばあきえ,,鈴木英夫,
1991-01-31,-,3,SHT,カネコ,エアロブラスターズ,"￥6,000","￥6,000代",0,MD,,,五十風さとし|竹内久徳,松岡けいすけ|尾鼻直人|T.KONAKAWA,渡辺達也,,金子浩,
1991-02-01,-,2,SPT,ビデオシステム,スーパーバレーボール,"￥5,800","￥6,000代",0,MD,,,,,,,,
1991-02-08,-,3,SPT,ナムコ,レッスルボール,"￥5,800","￥6,000代",7,MD,,,,,,,,
1991-02-15,-,3,SPT,セガ,バトルゴルファー唯,"￥6,000","￥6,000代",0,MD,,,鈴木宗太郎|青木司,きんちゃん68000|しゅみれちゃん|ANO清水|まっぴらくん|ひとりん.はがいたい,K.NAKAYAMA|けんたくん.やった!|まるやまけい|長尾優進,きんちゃん68000,,
1991-02-22,-,4,SHT,トレコ,究極タイガー,"￥7,500","￥7,500代",0,MD,,,弓削雅稔|上村建也,,弓削雅稔|上村建也,,,
1991-02-24,-,6,SLG,マイクロネット,シーザーの野望,"￥8,800","￥9,000代",0,MD,,,,,,,,
1991-03-01,-,3,SPT,セガ,ジョー・モンタナフットボール,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-03-01,-,3,ACT,セガ,ディックトレイシー,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-03-08,-,3,SLG,セガ,バハムート戦記,"￥6,800","￥7,000代",0,MD,,,むうみん|倉谷遣一,むうみん|倉谷遣一|塩谷博明,MUCHO&Comp.,,,
1991-03-19,-,6,ADV,ナムコ,ふしぎの海のナディア,"￥6,500","￥6,500代",0,MD,,,,貞本義行,鷺巣詩郎,大川久男|梅野かおる,,
1991-03-22,-,6,ACT,テレネット,ヴァリスIII,"￥8,400","￥8,500代",0,MD,,,,,,,,
1991-03-22,-,3,ACT,メサイヤ,魔物ハンター妖子第7の警鐘,"￥6,500","￥6,500代",0,MD,,,,,,,,
1991-03-29,31,6,RPG,セガ,シャイニング＆ザ・ダクネス,"￥8,700","￥8,500代",16,MD,,内藤寛,,吉田英博|玉木美孝,吉村政彦,高橋宏之,高橋宏之,
1991-03-29,-,3,SHT,九娯貿易,スーパーエアーウルフ,"￥6,800","￥7,000代",0,MD,,,,,,,,
1991-03-29,-,6,ACT,データイースト,ミッドナイトレジスタンス,"￥7,800","￥8,000代",0,MD,,,にしむらゆういち|はなだなおや|おおともゆうじ|TAC.H,秋林浩司|安達智生|皆川一巳|大西富士美|海宝吉成,原あづさ|吉田博昭|木内達也|こまつひとみ,,,
1991-03-29,-,3,SLG,ウルフチーム,斬夜叉円舞曲,"￥8,500","￥8,500代",0,MD,,,,,,,,
1991-03-29,-,6,TAB,テレネット,雀偵物語,"￥8,400","￥8,500代",0,MD,,,,,,,,
1991-04-05,-,3,SHT,アスミック,ヴェリテックス,"￥6,800","￥7,000代",0,MD,,,,,,,,
1991-04-26,-,3,SLG,メサイヤ,ラングリッサー,"￥7,300","￥7,500代",8,MD,,,,,,,,
1991-04-26,-,3,ACT,ビスコ,ワードナの森SPECIAL,"￥6,300","￥6,500代",0,MD,,,和田悦拓,,太田理,,,
1991-04-26,-,4,ACT,ホット・ビィ,火激,"￥7,700","￥7,500代",0,MD,,金子浩,おいかわかずゆき|さいぐさひろゆき|なりたのぶゆき|かとうたけお,金子浩,あいずせいいち,,,
1991-04-27,-,3,PUZ,サンソフト,紫禁城,"￥6,500","￥6,500代",0,MD,,,,,,,,
1991-04-29,-,6,SLG,セガ,三国志列伝乱世の英雄たち,"￥8,700","￥8,500代",0,MD,,,,,,,,
1991-05-17,-,3,ACT,セガ,ボナンザブラザーズ,"￥6,000","￥6,000代",0,MD,,,,,並木晃一,,,
1991-05-31,-,6,SHT,東亜プラン,ゼロウイング,"￥8,000","￥8,000代",0,MD,,,,,上村建也|富沢敏明|弓削雅稔,,,
1991-05-31,-,3,SHT,タイトー,ファイアームスタング,"￥6,800","￥7,000代",0,MD,,,,,HIDE-KAZ,,,
1991-06-14,-,6,ACT,ウルフチーム,アークス・オデッセイ,"￥8,500","￥8,500代",0,MD,,,,,,,,
1991-06-17,33,6,SLG,セガ,アドバンスド大戦略ドイツ電撃作戦,"￥8,700","￥8,500代",8,MD,,,,,,,,
1991-06-22,-,6,RPG,講談社総研,ブルーアルマナック,"￥8,700","￥8,500代",0,MD,,,,,,,,
1991-06-26,-,6,ACT,タイトー,サンダーフォックス,"￥8,500","￥8,500代",0,MD,,,,前川浩之|河本憲孝|西川禎一|もりもとみなこ|はざまけんじ|おまえこうじ|やまだたかし|川岸誠治,海野和子,,,
1991-06-28,-,3,ACT,セガ,エイリアンストーム,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-06-28,-,3,ACT,タイトー,セイントソード,"￥6,800","￥7,000代",0,MD,,,,,アダム・ジャノタ・ブゾフスキ,ローズ・グラス,,
1991-06-28,-,3,RAC,ヒューマン,ファステスト・ワン,"￥7,500","￥7,500代",0,MD,,,,,,,,
1991-06-28,-,6,ACT,ナムコ,マーベルランド,"￥7,000","￥7,000代",0,MD,,CHITOSE,田中京太,ときた洸一,石井悦夫,CHITOSE,岡本進一郎|K.MATSUOKA,
1991-06-28,-,3,SPT,セガ,レッスルウォー,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-07-06,-,6,SHT,マイクロネット,雷電伝説,"￥8,800","￥9,000代",0,MD,,濱田均,K.KONDO|川口哲也|S.MORI,川口哲也|T.WADA|M.KOMAZAWA|T.MATSUZAWA|H.MATSUO,佐藤亜希羅,,濱田均,
1991-07-12,-,3,SPT,ナムコ,球界道中記,"￥6,000","￥6,000代",0,MD,,,,,川田宏行,,,
1991-07-19,-,3,ACT,トレコ,ストリートスマート,"￥6,800","￥7,000代",0,MD,,,,,,,,
1991-07-26,33,3,ACT,セガ,ソニック・ザ・ヘッジホッグ,"￥6,000","￥6,000代",23,MD,,,,大島直人(オリジナルデザイン:クラシックソニック)|上川祐司(アドベンチャー以降:モダンソニック),,,,
1991-07-26,-,3,SLG,東芝EMI,マスター・オブ・モンスターズ,"￥7,800","￥8,000代",0,MD,,,,,,,,
1991-08-02,-,3,ACT,セガ,ベア・ナックル怒りの鉄拳,"￥6,000","￥6,000代",0,MD,,大場規勝,"百田浩司|LITTLE SUN",大場規勝|ちのひろあき|清宮敦嗣|福田ひろみ|NANDEMO|UDI,古代祐三,,百田浩司,
1991-08-02,-,6,SHT,テレネット,空牙,"￥8,400","￥8,500代",0,MD,,,MIN|MYA|HAL|HMD,小林ひろのり|T.A|大西富士美|小泉隆秀|青山きんや|NABESIMA|長尾園美|榎本和美|社本千佳|かわむらまこと|INOPITA|松田淳,"吉田博昭|原あずさ|木内達也|FUSE|小松ひとみ|JOE KAMINKOW",,,
1991-08-02,-,3,ACT,ウルフチーム,超闘竜烈伝ディノランド,"￥6,800","￥7,000代",0,MD,,,,,,,,
1991-08-06,-,3,RAC,ナムコ,メガトラックス,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-08-09,30,6,RAC,セガ,アウトラン,"￥7,000","￥7,000代",0,MD,,,三船敏(アーケード)|香川忠司(アーケード)|大江玲(アーケード)|中裕司(セガ・マークⅢ),鈴木裕(アーケード)|石井洋児(アーケード)|松浦稔(アーケード)|貞森康毅(セガ・マークⅢ),川口博史(アーケード)|上保徳彦(セガ・マークⅢ),,,
1991-08-09,30,3,SLG,セガ,ポピュラス,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-08-30,-,3,ACT,セガ,ジュエルマスター,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-08-30,-,3,SPT,セガ,プロ野球スーパーリーグ'91,"￥6,800","￥7,000代",0,MD,,,,,,,,
1991-09-13,-,6,SHT,ＣＲＩ,ギャラクシーフォースII,"￥8,400","￥8,500代",0,MD,,,,,林克洋|並木晃一,,,
1991-09-20,-,6,ACT,ウルフチーム,エル・ヴィエント,"￥8,500","￥8,500代",0,MD,,,,,,,,
1991-09-20,-,6,RPG,セガ,レンタヒーロー,"￥8,700","￥8,500代",0,MD,,,岡安啓司|板井克倫,岡安啓司|伊崎和宏,川口博史|光吉猛修,ありかわゆきのぶ,,
1991-09-27,-,3,SHT,タイトー,マスターオブウエポン,"￥6,800","￥7,000代",0,MD,,島本享司,島本享司|村田武司|阿部哲士|近藤勝裕,石川幸生,小倉久佳|渡部恭久,,島本享司,
1991-09-27,-,6,SHT,セガ,戦場の狼II,"￥7,000","￥7,000代",0,MD,,,赤堀雅行|T.OHTA|まついよしひろ,岡野正衛|藤原得郎|木嶋美紀|西尾仁志|はやしたかし|かくたゆかり|木佐貫久司|M.NONAKA|小林美保|Y.KATAYAMA,後藤真奈美,,,
1991-09-30,-,6,SHT,ＵＰＬ,宇宙戦艦ゴモラ,"￥7,500","￥7,500代",0,MD,,,イトサム・マタルカ,藤沢勉|藤沢勉|青山きんや,長島義夫,,,
1991-10-10,-,3,ACT,テクノソフト,デビルクラッシュMD,"￥6,800","￥7,000代",0,MD,,,,,,,,
1991-10-11,-,3,ACT,セガ,ソード・オブ・ソダン,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-10-18,-,3,ACT,セガ,スパイダーマン,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-10-25,-,4,ACT,セガ,ワンダーボーイVモンスターワールドIII,"￥7,000","￥7,000代",0,MD,,平田豊|清水芳久,栗原孝典,盛岡三奈|栗原浩美|なかやまともこ|大空真紀,坂本慎一,,,
1991-10-25,-,3,ACT,タイトー,魔王連獅子,"￥6,800","￥7,000代",0,MD,,細田邦治,植木正好,"WAO IWAO|片岡真喜男|細田邦治|ユー・ジェウ|片岡真喜男|池畑和義|かんのいちろう|ふくにしまさたか|NO MORE KATOH|平岩ひろかず",KANEDA,,,
1991-10-31,-,2,TAB,ホームデータ,将棋の星,"￥6,700","￥6,500代",0,MD,,,,,,,,
1991-11-01,-,3,PUZ,セガ,ブロックアウト,"￥6,000","￥6,000代",0,MD,,,,,,,,
1991-11-01,-,6,RPG,テレネット,ワンダラーズフロムイース,"￥8,700","￥8,500代",0,MD,,,,,,,,
1991-11-02,-,2,PUZ,ホームデータ,ドラゴンズアイプラス上海III,"￥5,800","￥6,000代",0,MD,,,,,,,,
1991-11-03,-,1,ETC,セガ,ゲーム図書館,"￥12,800","￥13,000代",0,MD,,,,,,,,
1991-11-04,-,0,SPT,セガ,パターゴルフ(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-05,-,2,ACT,セガ,16t(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-06,-,0,ACT,セガ,アウォーグ(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-07,-,0,TAB,セガ,キスショット(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-08,-,0,PUZ,セガ,コラムス(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-09,-,2,PUZ,セガ,ソニックイレイザー(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-10,-,0,ACT,セガ,テディボーイブルース(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-11,-,2,PUZ,セガ,どきどきペンギンランド(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-12,-,2,ACT,セガ,ハイパーマーブル(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-13,-,0,SPT,セガ,パドルファイター(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-14,-,2,PUZ,セガ,ピラミッドマジック(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-15,-,3,ACT,タイトー,ルナーク,"￥6,800","￥7,000代",0,MD,,"HIDE CHAN","菅原徹|MUSCLE SATO|八木正樹|安河内寿男|田中宏幸|こうやまゆういち",藪崎久也|菊地康彦|五十嵐恒三|藤原英裕|仙波隆綱|加藤久和|藪崎久也,渡部恭久,,藤原英裕,
1991-11-15,-,0,PUZ,セガ,ピラミッドマジックSpecia(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-16,-,2,PUZ,セガ,ピラミッドマジックII(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-17,-,2,PUZ,セガ,ピラミッドマジックIII(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-18,-,2,ADV,セガ,ファンタシースターIIテキストアドベンチャーアーミアの冒険(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-19,-,6,ACT,ナムコ,ローリングサンダー2,"￥7,000","￥7,000代",0,MD,,根来司,二階堂和行,桑原弘,佐宗綾子,,,
1991-11-19,-,0,ADV,セガ,ファンタシースターIIテキストアドベンチャーアンナの冒険(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-20,-,2,ADV,セガ,ファンタシースターIIテキストアドベンチャーカインズの冒険(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-21,-,2,ADV,セガ,ファンタシースターIIテキストアドベンチャーシルカの冒険(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-22,-,3,ACT,セガ,ファンタジアミッキーマウス・マジック,"￥4,800","￥5,000代",0,MD,,,,,,,,
1991-11-22,-,0,ADV,セガ,ファンタシースターIIテキストアドベンチャーネイの冒険(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-23,-,2,ADV,セガ,ファンタシースターIIテキストアドベンチャーヒューイの冒険(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-24,-,0,ADV,セガ,ファンタシースターIIテキストアドベンチャーユーシスの冒険(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-25,-,0,ADV,セガ,ファンタシースターIIテキストアドベンチャールドガーの冒険(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-26,-,1,ACT,セガ,フリッキー(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-27,-,2,PUZ,セガ,メガマインド(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-28,-,0,TAB,セガ,メダルシティ(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-29,-,6,ACT,テレネット,ビースト・ウォリアーズ,"￥8,400","￥8,500代",0,MD,,,,,,,,
1991-11-29,-,6,SLG,アスミック,乱世の覇者,"￥9,800","￥10,000代",0,MD,,,,,,,,
1991-11-29,-,0,TAB,セガ,リドルワイアード(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-11-30,-,0,ACT,セガ,ロボットバトラー(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-12-01,-,1,RPG,セガ,死の迷宮(ゲーム図書館),-,-,0,MD,,,,,,,,
1991-12-05,-,6,SLG,セガ,忍者武雷伝説,"￥8,700","￥8,500代",0,MD,,,,,,,,
1991-12-06,-,6,RPG,テレネット,エグザイル時の狭間へ,"￥8,900","￥9,000代",0,MD,,,,,,,,
1991-12-06,-,3,ACT,トレコ,ファイティングマスターズ,"￥6,800","￥7,000代",6,MD,,,,,,,,
1991-12-13,-,6,SLG,セガ,太平記,"￥8,700","￥8,500代",0,MD,,,,,,,,
1991-12-20,-,3,RAC,日本物産,F1サーカスMD,"￥7,500","￥7,500代",0,MD,,,,,,,,
1991-12-20,-,3,ACT,セガ,アイラブドナルドダックグルジア王の秘宝,"￥4,800","￥5,000代",0,MD,,山本恵美子,SATMAN|MUMUI|山本圭一|百田浩司|服部隆一|大森正人|佐藤達也,山本恵美子|湯田高志|RICE|MIKARIN,神谷重徳,,"Jim Simmons",
1991-12-20,-,6,SHT,PALSOFT,アンデッドライン,"￥8,800","￥9,000代",0,MD,,内藤時浩,山本風太郎,内藤時浩|蜂谷孝宏|新村英明|鈴木英津子,長谷川和伯,,,
1991-12-20,-,6,ACT,ＩＧＳ,ダーナ女神誕生,"￥8,900","￥9,000代",0,MD,,,,,,,,
1991-12-20,-,6,SHT,トレコ,タスクフォースハリアーEX,"￥8,500","￥8,500代",0,MD,,,,,HIDE-KAZ,,,
1991-12-20,-,3,ACT,PALSOFT,ダブルドラゴンII,"￥8,800","￥9,000代",0,MD,,,,,,,,
