発売日,バックアップメモリ,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
2002-06-28,5,2,SPT,ナムコ,ファミスタアドバンス,"￥4,800","￥5,000代",0,,,,,,,,
2002-06-28,3,4,RPG,任天堂,黄金の太陽失われし時代,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-04,5,3,TAB,セガ,THEPINBALLOFTHEDEAD,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-04,1,3,RPG,コナミ,モンスターゲート,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-04,1,3,SLG,ＧＡエンタテイメント,信長異聞,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-04,1,4,RPG,コナミ,遊戯王デュエルモンスターズ7決闘都市伝説,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-05,1,3,ADV,任天堂,さくらももこのウキウキカーニバル,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-05,1,2,RPG,サンライズインタラクティブ,ハロボッツロボヒーローバトリング！！,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-11,1,2,PZL,タカラ,はめパメ東京ミュウミュウ,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-18,5,4,SPT,コナミ,DisneySports:Soccer,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-18,5,2,SPT,タカラ,HIGHHEATMajorLeagueBaseball2003,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-18,5,3,ACT,コナミ,クラッシュ・バンディクーアドバンス,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-18,1,4,TAB,コナミ,ヒカルの碁2,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-18,5,3,ACT,ハドソン,ピノビィー＆フィービィー,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-19,5,3,RAC,アルトロン,HotWheelsアドバンス,"￥4,800","￥5,000代",0,,,,フェデリコ・カルディーニ,,,,
2002-07-19,5,3,SLG,ティーディーケイコア,お花屋さん物語GBA,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-19,5,2,SLG,エム・ティー･オー,ときめき夢シリーズ(1)お花屋さんになろう！,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-19,5,3,SLG,アトラス,ハムスターパラダイスあどばんちゅ,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-19,3,4,SPT,スパイク,ファイアープロレスリング～夢の団体運営！～,"￥5,980","￥6,000代",0,,,,,,,,
2002-07-19,5,3,ACT,ナツメ,メダロットGカブトバージョン,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-19,5,3,ACT,ナツメ,メダロットGクワガタバージョン,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-19,5,3,TAB,アテナ,勝負師伝説哲也～甦る伝説～,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-19,5,2,ACT,カプコン,超魔界村R,"￥4,800","￥5,000代",0,,,篠原雅嗣|まついよしひろ,三並達也|山添公雄|松下進,山口真理,,藤原得郎,
2002-07-20,6,2,ACT,ユービーアイソフト,アイス・エイジ,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-25,5,4,SPT,コナミ,DisneySports:AmericanFootball,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-25,5,4,SPT,コナミ,DisneySports:Skateboarding,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-25,5,3,ACT,アイドスインタラクティブ,ゴーストトラップ,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-25,5,2,PZL,メディアカイト,バブルボブルOLD＆NEW,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-26,5,4,CARD,サクセス,Vマスタークロス,"￥5,800","￥6,000代",0,,,,,,,,
2002-07-26,5,3,ACT,任天堂,カスタムロボGX,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-26,3,3,RPG,スマイルソフト,ガチャステ！ダイナデバイスブルー,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-26,3,3,RPG,スマイルソフト,ガチャステ！ダイナデバイスレッド,"￥4,800","￥5,000代",0,,,,,,,,
2002-07-26,1,3,CARD,キングレコード,シャーマンキングカードゲーム超・占事略決2,"￥4,800","￥5,000代",0,,,,,,,,
2002-08-02,3,3,SLG,バンプレスト,スーパーロボット大戦R,"￥5,800","￥6,000代",0,,,,,,,,
2002-08-02,5,2,SHT,タイトー,スペースインベーダーEX,"￥4,200","￥4,000代",0,,,西角友宏,西角友宏,亀井道行,,,
2002-08-06,5,2,ACT,ナムコ,風のクロノアG2ドリームチャンプ・トーナメント,"￥4,800","￥5,000代",0,,,,,,,,
2002-08-08,1,3,SPT,セガ,GREATESTNINE,"￥5,800","￥6,000代",0,,,,,,,,
2002-08-08,1,2,SLG,タカラ,コンバットチョロQアドバンス大作戦,"￥4,800","￥5,000代",0,,,,,,,,
2002-08-08,1,3,SLG,セガ,プロ野球チームをつくろう！アドバンス,"￥5,800","￥6,000代",0,,,,,,,,
2002-08-09,5,2,SLG,エム・ティー･オー,なかよしペットアドバンスシリーズ(3)かわいい子猫,"￥4,800","￥5,000代",0,,,,,,,,
2002-08-09,5,2,ACT,任天堂,ミッキーとミニーのマジカルクエスト,"￥4,800","￥5,000代",0,,,篠原雅嗣,山本尚司|大西淑文|石原雄二,山口真理|西村達也,,ノア・ダッドリー,
2002-08-10,5,3,ACT,カプコン,ロックマン＆フォルテ,"￥5,800","￥6,000代",0,,,篠原雅嗣|清水睦民|桑名正,鶴逸人|竹村学|有賀ヒトシ|岩本佳浩|出月こーじ,堀山俊彦|水田直志|海田明里,,稲船敬二,
2002-08-23,1,3,PZL,ナムコ,ミスタードリラーエースふしぎなパクテリア,"￥4,800","￥5,000代",0,,,,,,,,
2002-08-23,5,3,ADV,コーエー,遙かなる時空の中で,"￥5,800","￥6,000代",0,,,,水野十子,,ルビー・パーティー,,
2002-08-29,1,3,ADV,トンキンハウス,姫騎士物語-PrincessBlue-,"￥5,800","￥6,000代",0,,,,,,,,
2002-08-30,5,3,SLG,NECインターチャネル,BLACK/MATRIXZERO,"￥5,800","￥6,000代",0,,,,,,,,
2002-09-05,1,3,SLG,セガ,J.LEAGUEプロサッカークラブをつくろう！アドバンス,"￥5,800","￥6,000代",0,,,,,,,,
2002-09-06,1,3,ACT,任天堂,伝説のスタフィードリームチャンプ・トーナメント,"￥4,800","￥5,000代",0,,,,,,,,
2002-09-12,5,2,PZL,アクレイムジャパン,ズーキューブ,"￥4,800","￥5,000代",0,,,,,,,,
2002-09-13,5,4,TAB,マーベラス,ギャラクシーエンジェルゲームボーイアドバンス盛りだくさん天使のフルコースおかわり自由,"￥5,800","￥6,000代",0,,,,,,,,
2002-09-20,1,2,RPG,エニックス,サムライエボリューション桜国ガイスト,"￥5,980","￥6,000代",0,,,,,,,,
2002-09-20,5,2,ACT,任天堂,スーパーマリオアドバンス3,"￥4,800","￥5,000代",56,,手塚卓志|中郷俊彦|日野重文|紺野秀樹,,日野重文|野上恒|飯村正宏|黒梅知明,近藤浩治,,宮本茂,
2002-09-26,1,3,ACT,コナミ,GROOVEADVENTURERAVE光と闇の大決戦2,"￥4,800","￥5,000代",0,,,,松島晃,川井憲次,岸間信明|十川誠志|隅沢克之|時村尚|吉岡たかを,,
2002-09-26,5,2,SHT,コナミ,エアフォースデルタ2,"￥4,800","￥5,000代",0,,,,,,,,
2002-09-27,6,2,PZL,コトブキシステム,エッグマニアつかんで！まわして！どっすんぱず～る,"￥4,800","￥5,000代",0,,,,,,,,
2002-09-27,5,3,ACT,カプコン,ストリートファイターZERO3↑,"￥4,800","￥5,000代",0,,,,,,,,
2002-09-27,5,3,SLG,マーベラス,ちょびっツforGameboyAdvanceアタシだけのヒト,"￥5,800","￥6,000代",0,,,,阿部恒,高浪敬太郎,大川七瀬|金子弦二郎|大久保智康|玉井☆豪|植竹須美男|花田十輝|堀井明子,,
2002-09-27,1,2,SLG,ジョルダン,ファンシーポケット,"￥4,800","￥5,000代",0,,,,,,,,
2002-09-27,5,3,ACT,アットマーク,メタルガン・スリンガー,"￥5,200","￥5,000代",0,,,,,,,,
2002-10-03,5,2,ADV,ＧＡエンタテイメント,南の海のオデッセイ,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-04,5,2,SLG,ティーディーケイコア,なかよし幼稚園すこやか園児育成ゲーム,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-10,5,3,SPT,コナミ,Jリーグウイニングイレブンアドバンス2002,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-17,5,3,SHT,コナミ,SILENTSCOPE,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-17,1,3,ACT,コナミ,コロッケ！夢のバンカーサバイバル！,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-18,1,3,ADV,カプコン,逆転裁判2,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-24,1,3,RPG,ハドソン,ボンバーマンジェッターズ伝説のボンバーマン,"￥4,800","￥5,000代",0,,赤石龍彌,,水野祥司|奈良井梢,田中あや|坂東章平,,藤原茂樹,
2002-10-25,5,2,RAC,エム・ティー･オー,MotoGP,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-25,6,3,TAB,メディアカイト,カードパーティ,"￥3,800","￥4,000代",0,,,,,,,,
2002-10-25,1,3,SLG,ブロッコリー,デ・ジ・キャラットでじこミュニケーション,"￥4,800","￥5,000代",0,,,,,,,,
2002-10-25,5,3,RPG,ナムコ,テイルズオブザワールドなりきりダンジョン2,"￥4,800","￥5,000代",0,,,,,,,吉積信,
2002-10-25,3,2,SLG,エンターブレイン,ベストプレイプロ野球,"￥5,800","￥6,000代",0,,,,,,,,
2002-10-25,1,3,SLG,マーベラス,モンスターファームアドバンス2,"￥5,800","￥6,000代",0,,,,,,,,
2002-10-25,1,3,ACT,任天堂,星のカービィ夢の泉デラックス,"￥4,800","￥5,000代",87,,,,,,,,
2002-10-31,1,3,ADV,キキ,シルクとコットン,"￥5,800","￥6,000代",0,,,,,,,,
2002-10-31,1,2,ACT,コナミ,ビーストシューター～めざせ闘獣王(ビーストキング)～,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-01,5,3,ADV,カルチャーブレーン,ファンタジックメルヘンのケーキ屋さん物語+動物キャラナビ占い個性心理学,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-14,1,3,SPT,ネットビレッジ,DANDOH！！Xi,"￥5,800","￥6,000代",0,,,,,,,,
2002-11-14,6,2,ACT,コナミ,魂斗羅ハードスピリッツ,"￥4,800","￥5,000代",0,,,,,,,大瀧詠一,
2002-11-15,1,3,RPG,バンプレスト,FromTVanimationONEPIECE～ナナツ島の大秘宝～,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-15,1,3,ACT,ＰＣＣＷＪ,スキャンハンター～千年怪魚を追え！～,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-15,1,3,RPG,アトラス,真・女神転生デビルチルドレン闇の書,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-15,1,3,RPG,アトラス,真・女神転生デビルチルドレン光の書,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-21,4,3,RPG,任天堂,ポケットモンスターサファイア,"￥4,800","￥5,000代",262,,増田順一|田尻智,渡辺哲也(メイン)|曽我部仙史(バトルシステム)|玉田荘介(フィールドシステム)|ほか|多数,"増田順一|森本茂樹|西野弘二|松島賢二|太田哲司|佐藤仁美|河内丸武史|下山田照幸|大森滋|たかはし ただし|杉森建(アートディレクター)|吉田宏信(メイングラフィックデザイン)|ほか|多数",一之瀬剛|青木森一|増田順一,増田順一(プロット)|西野弘二(プロット)|松宮稔展|とみさわ昭仁(プロットとシナリオ),陣内弘之|出石武宏|鶴宏明|岩田聡|石原恒和,
2002-11-21,4,3,RPG,任天堂,ポケットモンスタールビー,"￥4,800","￥5,000代",255,,増田順一|田尻智,渡辺哲也(メイン)|曽我部仙史(バトルシステム)|玉田荘介(フィールドシステム)|ほか|多数,"増田順一|森本茂樹|西野弘二|松島賢二|太田哲司|佐藤仁美|河内丸武史|下山田照幸|大森滋|たかはし ただし|杉森建(アートディレクター)|吉田宏信(メイングラフィックデザイン)|ほか|多数",一之瀬剛|青木森一|増田順一,増田順一(プロット)|西野弘二(プロット)|松宮稔展|とみさわ昭仁(プロットとシナリオ),陣内弘之|出石武宏|鶴宏明|岩田聡|石原恒和,
2002-11-22,3,3,SLG,バンプレスト,スーパーロボット大戦ORIGINALGENERATION,"￥5,800","￥6,000代",0,,,,,,,,
2002-11-22,5,3,SLG,エム・ティー･オー,ドキドキクッキングシリーズ(1)こむぎちゃんのハッピーケーキ,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-23,5,3,ADV,ＥＡスクウェア,ハリー・ポッターと秘密の部屋,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-28,5,3,ACT,コナミ,K-1ポケットグランプリ2,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-28,1,2,RAC,タカラ,チョロQアドバンス2,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-28,5,3,SPT,コナミ,実況ワールドサッカーポケット2,"￥4,800","￥5,000代",0,,,,,,,,
2002-11-29,1,3,RPG,トミー,リトルバスターQ,"￥4,800","￥5,000代",0,,,,樋上いたる|Na-Ga|飯塚晴子|(原案:樋上いたる・Na-Ga)|飯塚晴子|(原案:樋上いたる・Na-Ga),折戸伸治・麻枝准・戸越まごめ・PMMK・三輪学・水月陵・岩崎健一郎,島田満・綾奈ゆにこ,,
2002-11-29,5,3,ADV,アテナ,彼岸花,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-05,5,3,SPT,コナミ,バス釣りしようぜ！～トーナメントは戦略だ！～,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,5,3,ACT,ケムコ,ウッディ・ウッドペッカー・クレイジーキャッスル5,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,5,4,ACT,バンプレスト,キン肉マン2世正義超人への道,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-06,1,3,ACT,任天堂,くるりんパラダイス,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,5,3,ADV,エポック社,シルバニアファミリー4めぐる季節のタペストリー,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,3,2,SLG,エンターブレイン,ダービースタリオンアドバンス,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-06,6,3,ACT,ユービーアイソフト,トゥームレイダー:プロフェシー,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,1,3,RPG,カプコン,バトルネットワークロックマンエグゼ3,"￥4,800","￥5,000代",50,,,,,,,,
2002-12-06,5,2,PZL,ケムコ,バルダーダッシュEX,"￥4,800","￥5,000代",0,,,ピーター・リエパ|クリストファー・グレー,ピーター・リエパ|クリストファー・グレー,,,,
2002-12-06,5,2,SLG,ラディック,わたしのメイクサロン,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,5,2,TAB,ティーディーケイコア,志村けんのバカ殿様爆笑天下統一ゲーム,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-06,1,3,ACT,ブロッコリー,爆転シュートベイブレード2002激戦！チームバトル！！青龍の章ダイチ編,"￥3,980","￥4,000代",0,,,,,,,,
2002-12-06,1,3,ACT,ブロッコリー,爆転シュートベイブレード2002激戦！チームバトル！！青龍の章タカオ編,"￥3,980","￥4,000代",0,,,,,,,,
2002-12-12,1,4,RPG,コナミ,テニスの王子様-AimatTheVictory！-,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-12,5,3,ACT,エンターテインメント・ソフトウェア・パブリッシング,はじめの一歩THEFIGHTING！,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-12,5,3,ETC,コナミ,ミニモニ。おねがい☆お星さま！,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-13,5,2,ETC,エム・ティー･オー,アオ・ゾーラと仲間たち夢の冒険,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-13,5,4,RPG,ナムコ,クロノアヒーローズ伝説のスターメダル,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-13,1,4,CARD,キングレコード,シャーマンキング超・占事略決3,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-13,5,2,SHT,パシフィック・センチュリー・サイバーワークス・ジャパン,ダライアスR,"￥4,800","￥5,000代",0,,河野敏男,長谷川健|くりやまたかし|とみおかひであき|菅原徹|笹谷ひでのり|橋本英樹,河野敏男|藤田朗|三方一哉|きたがわてつろう|わきたよしひろ|鎗田準次|石川幸生|五十嵐恒三|栗城源也|讃岐平|おがわみつる,たなかやすひこ|小倉久佳|八木下直人|なかむらつかさ|高橋英吉|高木正彦,,河野敏男,
2002-12-13,1,3,TAB,スクウェア,チョコボランド,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-13,5,3,RPG,エポック社,マジャイネーション,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-13,1,3,RPG,サクセス,モンスターメーカー4キラーダイス,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-13,1,3,RPG,サクセス,モンスターメーカー4フラッシュカード,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-13,1,3,ADV,ジョルダン,犬っこ倶楽部～福丸の大冒険～,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-19,5,4,SPT,コナミ,DisneySports:Basketball,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-19,1,3,RAC,セガ,SEGARALLY(セガラリー),"￥5,800","￥6,000代",0,,,,,,,,
2002-12-19,3,4,ACT,セガ,ソニックアドバンス2,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-19,1,3,RPG,コナミ,ボボボーボ・ボーボボ奥義87.5爆烈鼻毛真挙,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-19,5,2,ADV,コナミ,わがまま☆フェアリーミルモでポン！～黄金マラカスの伝説～,"￥4,800","￥5,000代",0,,,,,,,宿利剛,
2002-12-20,5,2,ACT,メトロ・スリーディジャパン,アクロバットキッズ,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-20,5,3,RAC,メディアカイト,エレベーターアクションOLD＆NEW,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-20,5,3,TAB,カルチャーブレーン,おしゃれプリンセス2+動物キャラナビ占い個性心理学,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-20,5,2,SLG,ティーディーケイコア,まんが家デビュー物語お絵描きソフト＆まんが家育成ゲーム！,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-20,5,3,RPG,ナムコ,宇宙大作戦チョコベーダーウチュウからの侵略者,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-20,5,3,SPT,パシフィック・センチュリー・サイバーワークス・ジャパン,闘魂ヒート,"￥5,800","￥6,000代",0,,,,,,,,
2002-12-24,5,3,SLG,カルチャーブレーン,ハムスター物語3GBA,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-25,5,2,ACT,メトロ・スリーディジャパン,DUALBLADES,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-25,5,3,RPG,ナツメ,メダロット弐COREカブトバージョン,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-26,5,3,ACT,コナミ,スパイロアドバンス,"￥4,800","￥5,000代",0,,,,,,,,
2002-12-27,5,3,ACT,マーベラス,SAMURAIDEEPERKYO,"￥4,800","￥5,000代",0,,,,ふかざわまなぶ,樹海区狂奏楽団,十川誠志|小山田風狂子|川崎ヒロユキ|中瀬理香|田中哲生|荒川稔久,,
2002-12-27,3,3,SLG,サクセス,全日本少年サッカー大会2めざせ日本一！,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-01,5,3,ACT,マーベラス,THEKINGOFFIGHTERSEX2～HOWLINGBLOOD～,"￥5,800","￥6,000代",0,,,,,,,,
2003-01-01,5,3,ADV,エム・ティー･オー,きせっこぐるみぃチェスティとぬいぐるみたちの魔法の冒険,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-03,5,2,ACT,シムス,エレミックス！,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-09,0,2,TAB,ＧＡエンタテイメント,不思議の国のアリス,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-10,1,3,PZL,ナムコ,ことばのパズルもじぴったんアドバンス,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-16,5,4,SPT,コナミ,DisneySports:Snowboarding,"￥5,800","￥6,000代",0,,,,,,,,
2003-01-16,1,3,RPG,コナミ,ムゲンボーグ,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-23,1,3,SPT,コナミ,パワプロクンポケット5,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-23,1,3,TAB,エイベックス,犬夜叉奈落の罠！迷いの森の招待状,"￥4,800","￥5,000代",0,,,,,,,,
2003-01-24,5,3,RPG,バンプレスト,マリー、エリー＆アニスのアトリエ～そよ風からの伝言～,"￥5,800","￥6,000代",0,,,,,,,,
2003-02-13,5,4,SPT,コナミ,DisneySports:Motocross,"￥5,800","￥6,000代",0,,,,,,,,
2003-02-14,3,4,SLG,スクウェア,ファイナルファンタジータクティクスアドバンス,"￥5,800","￥6,000代",0,,,,,,,,
2003-02-14,1,3,ACT,任天堂,メトロイドフュージョン,"￥4,800","￥5,000代",0,,坂本賀勇,,山根知美,濱野美奈子|藤原玲,坂本賀勇,出石武宏,
2003-02-14,5,4,ACT,ＥＡスクウェア,ロード・オブ・ザ・リング/二つの塔,"￥4,800","￥5,000代",0,,,,,ハワード・ショア,J・R・R・トールキン,,
2003-02-20,1,4,SPT,コナミ,テニスの王子様2003COOLBLUE,"￥4,800","￥5,000代",0,,,,,,,,
2003-02-20,1,4,SPT,コナミ,テニスの王子様2003PASSIONRED,"￥4,800","￥5,000代",0,,,,,,,,
2003-02-21,5,2,ACT,サクセス,ロードランナー,"￥4,800","￥5,000代",0,,,,ダグラス・E・スミス,,,,
2003-02-27,1,3,SLG,コナミ,ホイッスル！第37回東京都中学校総合体育サッカー大会,"￥4,800","￥5,000代",0,,,,,,,,
2003-02-27,1,3,ACT,コナミ,戦国革命外伝,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-07,1,3,SLG,ナムコ,テイルズオブザワールド～サモナーズリネージ～,"￥4,800","￥5,000代",0,,"MASASHI KOYANAGI",,奥村大悟(キャラクターデザイン),TAMA,,"TOSHIYA HARA",
2003-03-14,5,3,ACT,任天堂,ゼルダの伝説神々のトライフォース＆4つの剣,"￥4,800","￥5,000代",0,,山田洋一(神々のトライフォース)|藤林秀麿(4つの剣),,,竹原裕子(4つの剣)|近藤浩治(4つの剣),,手塚卓志(神々のトライフォース)|船水紀孝(4つの剣)|須藤克洋(4つの剣),
2003-03-14,5,3,SLG,スクウェア,ドキドキクッキングシリーズ(2)グルメキッチン～ステキなお弁当～,"￥5,800","￥6,000代",0,,,,,,,,
2003-03-20,3,3,RPG,コナミ,GetBackers奪還屋～メトロポリス奪還作戦！～,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-20,5,2,TAB,Ｄ３パブリッシャー,SIMPLE2960(つくろう)ともだちシリーズVol.1THEテーブルゲームコレクション,"￥2,960","￥3,000代",0,,,,,,,,
2003-03-20,5,2,PZL,Ｄ３パブリッシャー,SIMPLE2960(つくろう)ともだちシリーズVol.2THEブロックくずし,"￥2,960","￥3,000代",0,,,,,,,,
2003-03-20,5,3,ADV,マーベラス,シスタープリンセス～リピュア～,"￥4,800","￥5,000代",0,,,,新田靖成,I've(ストーリーズ)|岡崎律子(キャラクターズ),,,
2003-03-20,5,3,SLG,ゲームビレッジ,激闘伝説ノア～ドリームマネージメント～,"￥5,800","￥6,000代",0,,,,,,,,
2003-03-20,1,4,RPG,コナミ,遊戯王デュエルモンスターズ8破滅の大邪神,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-21,1,3,ACT,任天堂,メイドインワリオ,"￥4,800","￥5,000代",65,,松岡洋史,大澤和義,清武博二|竹内高,吉冨亮二,,出石武宏,
2003-03-28,5,3,ACT,エム・ティー･オー,DancingSowrd-閃光-,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-28,1,3,ETC,バンプレスト,FromTVanimationONEPIECEめざせ！キングオブベリー,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-28,5,3,PZL,カルチャーブレーン,パズル＆探偵コレクション,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-28,1,3,RPG,カプコン,ロックマンエグゼ3BLACK,"￥4,800","￥5,000代",0,,,,,,,,
2003-03-28,1,3,RPG,アトラス,真・女神転生,"￥4,800","￥5,000代",0,,岡田耕始,佐藤雅美|岡田耕始|國枝剛|高木秀俊,伊藤龍太郎|藤岡一樹|しまだよしあき|鈴木一也(遊企画)|佐藤佐和子|村上哲也|片岡いずみ|高島志郎|金子一馬,増子司,鈴木一也|伊藤龍太郎,新野洋右,
2003-03-29,5,3,RPG,エニックス,ドラゴンクエストモンスターズキャラバンハート,"￥5,980","￥6,000代",63,,,,,,,,
2003-04-17,1,4,RPG,コナミ,遊戯王デュエルモンスターズインターナショナルワールドワイドエディション,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-18,1,3,RPG,トミー,ZOIDSSAGA2,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-18,5,3,SLG,エム・ティー･オー,エンジェル☆コレクションめざせ！学園のファッションリーダー,"￥4,800","￥5,000代",0,,,,,ナオト・インティライミ(作詞・作曲),,,
2003-04-18,5,3,RPG,ナツメ,メダロット弐COREクワガタバージョン,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-18,1,3,SLG,ビクター,牧場物語～ミネラルタウンのなかまたち～,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-24,1,4,RPG,コナミ,HUNTER×HUNTERみんな友だち大作戦！,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-24,5,4,ADV,フウキ,ZEROONE,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-24,1,3,RAC,タカラ,冒険遊記プラスターワールドプラストオンGP,"￥5,800","￥6,000代",0,,,,,,,,
2003-04-24,1,3,RPG,タカラ,冒険遊記プラスターワールド伝説のプラストゲート,"￥5,800","￥6,000代",0,,おといずみたかひで,かわもとつとむ,キャラクターデザイン|神志那弘志|諏訪可奈恵フィギュア製作|アトリエ彩,橋本昌哉|ノイジークローク,藤長野火子,木村昭彦|石本隆史|なかやませい,
2003-04-24,5,2,ACT,エム・ティー･オー,魔法のパンプキン～アンとグレッグの大冒険～,"￥4,800","￥5,000代",0,,,,,,,,
2003-04-25,3,3,ETC,エンターブレイン,RPGツクールアドバンス,"￥5,800","￥6,000代",0,,,,,,,,
2003-04-25,5,3,TAB,キングレコード,あずまんが大王アドバンス,"￥5,800","￥6,000代",0,,,,浅野文彰|加藤やすひさ,栗原正己,あずまきよひこ,,
2003-04-25,0,0,ACT,コトブキシステム,キッドクラウンのクレイジーチェイス,"￥4,800","￥5,000代",0,,,しんどうこういち|かねゆききくお|まつおやすあき|T.MASUMURA,佐々木晃,ふるたしんいち|古田瑶子|折重由美子|ムジカ・プレスト,寺田憲史,,
2003-04-25,5,3,RPG,バンプレスト,サモンナイトクラフトソード物語,"￥5,800","￥6,000代",0,,,,,,,,
2003-04-25,1,4,SLG,任天堂,ファイアーエムブレム烈火の剣,"￥4,800","￥5,000代",0,,金田妙子|西村健太郎,"Makoto Katayama","Sachiko Wada(メインデザイン)|樋口雅大(グラフィックチーフ)",辻横由佳|春山沙樹,"Ken Yokoyama|前田耕平|堀川将之(シナリオサポート)",成広通|出石武宏|山上仁志(スーパーバイザー),
2003-05-01,1,3,ACT,トミー,NARUTO-ナルト-忍術全開！最強忍者大結集,"￥4,800","￥5,000代",0,,,,,,,,
