発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1999-12-17,2,6,TBL,ボトムアップ,ポケットカラー麻雀,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-17,3,7,ACT,ハドソン,ボンバーマンMAX-闇の戦士-,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-17,3,7,ACT,ハドソン,ボンバーマンMAX-光の勇者-,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-17,2,6,TBL,カルチャーブレーン,女流雀士に挑戦GB～私達に挑戦してネ！,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-22,2,6,TBL,BOSSコミュニケーションズ,パチンコ必勝ガイドデータの王様,"￥4,980","￥5,000代",0,,"Anton Prydatko(Guy)","Anton Prydatko|Alexander J. Lin|Matthew Dale|Michael Miko","Character Design :|シエラ|Visual Design :|Anton Prydatko(Guy)|Sound Design :|ak+q|N²|Design Support :|Khronetic",,,"Anton Prydatko(Guy)",
1999-12-22,3,6,ACT,カルチャーブレーン,飛龍の拳烈伝GB,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-22,2,6,TBL,ボトムアップ,ポケットカラートランプ,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-23,2,6,TBL,スターフィッシュ,ハリウッドピンボール,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-24,2,6,ETC,トミー,踊る天才ペット！DancingFurby,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-24,3,6,ACT,カルチャーブレーン,スーパーチャイニーズファイターEX,"￥3,900","￥4,000代",0,,,,,,,,
1999-12-24,3,6,TBL,ボトムアップ,ポケットカラービリヤード,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-24,2,7,SLG,テクモ,モンスターファームバトルカードGB,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-24,2,6,RPG,ハドソン,ロボットポンコッツ月バージョン,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-24,2,6,RPG,カプコン,爆走戦記メタルウォーカーGB～鋼鉄の友情～,"￥4,300","￥4,500代",0,,,,,,,,
1999-12-24,3,7,TBL,キングレコード,機動戦艦ナデシコルリルリ麻雀,"￥3,980","￥4,000代",0,,,,,,,,
1999-12-25,2,6,PZL,Jウィング,倉庫番伝説光と闇の国,"￥4,300","￥4,500代",0,,,,,,,,
1999-12-25,2,6,AVG,コナミ,おわらいよゐこのげえむ道～オヤジ探して三丁目～,"￥4,500","￥4,500代",0,,,,,,,,
2000-01-01,2,6,ACT,サンソフト,ダフィーダックすべってころんで大金持ち,"￥3,980","￥4,000代",0,,,,,,,,
2000-01-08,2,7,RPG,イマジニア,エリーのアトリエGB～ザールブルグの妖精錬金術師,"￥4,500","￥4,500代",0,,,,,,,,
2000-01-08,2,7,RPG,イマジニア,マリーのアトリエGB～ザールブルグの妖精錬金術師,"￥4,500","￥4,500代",0,,,,,,,,
2000-01-15,2,7,RPG,イマジニア,ジャックの大冒険～大魔王の逆襲～,"￥3,980","￥4,000代",0,,,,,,,,
2000-01-27,3,6,SPT,コナミ,ハイパーオリンピックウィンター2000,"￥4,500","￥4,500代",0,,,,,,,,
2000-01-28,3,6,ACT,任天堂,ドンキーコングGBディンキーコング＆ディクシーコング,"￥3,800","￥4,000代",0,,,マーク・ウィルソン,アンドリュー・コラード|ポール・ウェイバー|マーク・スティーヴンソン,イーブリン・フィッシャー|デビッド・ワイズ,,アンドリュー・コラード,
2000-01-28,2,6,SLG,MTO,なかよしペットシリーズ1かわいいハムスター,"￥3,980","￥4,000代",0,,浅沼穣,五反田義治,則本真樹|MEIMU,桜庭統,五反田義治,山岸功典,
2000-02-04,3,7,RPG,メディアファクトリー,Bビーダマン爆外伝Vファイナル・メガ・チューン,"￥3,980","￥4,000代",0,,,,,,,,
2000-02-11,2,6,PZL,Jウィング,語楽王TANGO！,"￥3,980","￥4,000代",0,,,,,,,,
2000-02-18,3,6,SPT,タム,ポケットビリヤードファンクthe9ボール,"￥3,980","￥4,000代",0,,,,,,,,
2000-02-18,2,6,TBL,カルチャーブレーン,本格対戦将棋『歩』,"￥3,900","￥4,000代",0,,,,,,,,
2000-02-21,2,7,RPG,任天堂,トレード＆バトルカードヒーロー,"￥3,800","￥4,000代",0,,,,,,,,
2000-02-24,3,6,RAC,ビデオシステム,F-1WORLDGRANDPRIXforGAMEBOYCOLORII,"￥4,300","￥4,500代",0,,,,,,,,
2000-02-25,3,6,RPG,カルチャーブレーン,プロ麻雀「兵」GB2,"￥3,900","￥4,000代",0,,,,,,,,
2000-02-25,3,6,ACT,サンソフト,メタファイトEX,"￥3,980","￥4,000代",0,,東谷浩明,のうつよし|やすだてつのり,KOBEBEAR,すだあきら,,浅田明弘,
2000-02-25,3,7,RPG,コーエー,メタモード,"￥4,500","￥4,500代",0,,,きただゆきひろ|古澤正紀|夏目哲宏,徳永清孝|内藤亜希子|上田聡子|こだまきこ|たはらともみ|はぬまあん|藤真つかさ,本間雅明|スタジオクリシェ,,後藤彰|うえのしょうぞう,
2000-02-25,3,6,TBL,カルチャーブレーン,本格花札GB,"￥4,500","￥4,500代",0,,,,,,,,
2000-02-25,2,6,AVG,バンプレスト,名探偵コナンからくり寺院殺人事件,"￥4,500","￥4,500代",0,,,,,,,,
2000-03-08,2,6,SLG,エポック社,ドラえもんメモリーズのび太の想い出大冒険,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-08,2,7,TBL,イマジニア,メダロット・カードロボトル(カブトバージョン),"￥3,980","￥4,000代",0,,,,,,,,
2000-03-08,2,7,TBL,イマジニア,メダロット・カードロボトル(クワガタバージョン),"￥3,980","￥4,000代",0,,,,,,,,
2000-03-08,2,8,STG,Jウィング,突撃！パッパラ隊,"￥4,500","￥4,500代",0,,,,小林ゆかり,増田隆宣,,,
2000-03-08,3,7,SLG,エポック社,プロ野球シミュレーションポケットプロ野球,"￥3,980","￥4,000代",0,,,,,,,小沢健二,
2000-03-17,1,6,ETC,イマジニア,合格ボーイGOLD■いアタマを●くする。国語算数理科社会常識の書,"￥3,800","￥4,000代",0,,,,,,,,
2000-03-17,1,6,ETC,イマジニア,合格ボーイGOLD■いアタマを●くする。国語算数理科社会難問の書,"￥3,800","￥4,000代",0,,,,,,,,
2000-03-17,3,7,ETC,アスキー,RPGツクールGB,"￥4,800","￥5,000代",0,,,,,,,,
2000-03-17,2,6,ETC,エポック社,シルバニアメロディー～森の仲間と踊りましょ！～,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-17,2,6,PZL,カプコン,パズループ,"￥3,800","￥4,000代",0,,,よしむらみつお|赤石昭宏,赤石昭宏,,,,
2000-03-17,3,7,SLG,アトラス,ハムスターパラダイス2(ちゅー),"￥3,980","￥4,000代",0,,,,,,,,
2000-03-17,3,7,SPT,Jウィング,ポケットプロレスパーフェクトレスラー,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-17,3,7,STG,エポック社,マクロス7-銀河のハートを奮わせろ！-,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-21,3,7,ACT,任天堂,ワリオランド3不思議なオルゴール,"￥3,800","￥4,000代",0,,細川豪彦,山中勝|山野勝也|尾崎亘洋|香月良昇,清武博二|真下雅彦|上田正二|平野勲|佐野伸也,石川こずえ,,出石武宏,
2000-03-23,3,6,ACT,コナミ,サイボーグクロちゃん～デビル復活！！～,"￥4,500","￥4,500代",0,,,,,,,,
2000-03-24,3,7,ACT,シスコンエンタテイメント,Disney'sTARZAN,"￥4,300","￥4,500代",0,,,,,,,,
2000-03-24,2,7,SLG,タイトー,さるパンチャー,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-24,2,6,ACT,ビクターインタラクティブソフトウェア,じゃがいぬくん,"￥3,800","￥4,000代",0,,,,,,,,
2000-03-24,2,6,SLG,エム・ティー・オー,なかよしペットシリーズ2かわいいウサギ,"￥3,980","￥4,000代",0,,,,,,,大沢伸一,
2000-03-24,3,8,ACT,ユービーアイソフト,レイマンミスター・ダークの罠,"￥4,200","￥4,000代",0,,,,,,,,
2000-03-24,2,6,RPG,タカラ,爆球連発！！スーパービーダマン激誕！ライジングヴァルキリー！！,"￥4,500","￥4,500代",0,,,,,,,,
2000-03-30,3,7,ACT,コナミ,バトルフィッシャーズ,"￥4,500","￥4,500代",0,,,,,,,,
2000-03-30,2,7,SPT,コナミ,パワクロクンポケット2,"￥4,500","￥4,500代",0,,藤岡謙治,井上秀登|西川直樹|宮岡宏司,藤岡謙治|前川恵一,坂倉雄一|砂子純子|佐藤直之|とよはらさいこ,,赤田勲,
2000-03-30,3,6,ETC,コナミ,ポップンミュージックGB,"￥4,300","￥4,500代",0,,,,,,,,
2000-03-31,3,6,SPT,アテナ,トリックボーダーGP,"￥3,800","￥4,000代",0,,,,,,,,
2000-03-31,2,6,RPG,コンパイル,アルルの冒険まほうのジュエル,"￥4,200","￥4,000代",0,,,,,,,,
2000-03-31,3,6,SPT,ボトムアップ,スノボーチャンピオン,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-31,3,6,TBL,サンソフト,必殺パチンコBOYCRモンスターハウス,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-31,2,6,ADV,バンプレスト,名探偵コナン奇岩島秘宝伝説,"￥4,500","￥4,500代",0,,,,,,,,
2000-04-07,3,8,ACT,Jウィング,VSレミングス,"￥4,500","￥4,500代",0,,,,,,,,
2000-04-13,2,6,RPG,コナミ,遊戯王モンスターカプセルGB,"￥4,500","￥4,500代",0,,,,,,,,
2000-04-14,2,6,TBL,ギャップス,聖牌伝説,"￥2,800","￥3,000代",0,,石井浩一,吉枝悟,北瀬佳範|大橋悟朗|渋谷員子,伊藤賢治,北瀬佳範,,
2000-04-21,2,6,TBL,タカラ,DXモノポリーGB,"￥3,980","￥4,000代",0,,,,,,,,
2000-04-21,3,6,SLG,ギャップス,バーガーパラダイスインターナショナル,"￥2,980","￥3,000代",0,,,,,,,,
2000-04-21,3,6,ACT,ケムコ,バックスバニークレイジーキャッスル4,"￥3,980","￥4,000代",0,,,,,,,,
2000-04-27,3,7,ACT,コナミ,メタルギアGhostBabel,"￥4,500","￥4,500代",0,,,,,,,,
2000-04-28,2,7,RPG,Jウィング,ディノブリーダー4,"￥4,800","￥5,000代",0,,くれやまと,まつながちえみ|山本哲也,"永島三人|ロボロフスキー|舟橋正恭|ZA-ZA KOBAYASHI","NIKAIUTA UOH",,,
2000-04-28,3,6,TBL,小学館プロダクション,ドラえもんのクイズボーイ,"￥3,800","￥4,000代",0,,,,,,,,
2000-04-28,2,5,PZL,アルトロン,パズルボブル4,"￥3,800","￥4,000代",0,,,,,,,,
2000-04-28,3,6,SLG,カルチャーブレーン,フェレット物語ディア・マイ・フレンド,"￥3,980","￥4,000代",0,,,,,,,,
2000-04-28,2,6,PZL,エクシング・エンターテイメント,ロードランナードムドム団のやぼう,"￥3,980","￥4,000代",0,,,,,,,,
2000-04-28,2,6,ETC,エム・ティー・オー,漢字deパズル,"￥4,280","￥4,500代",0,,,,,,,,
2000-04-28,2,6,ETC,ヘクト,競馬場へ行こう！ワイド,"￥3,980","￥4,000代",0,,,,,,,常田大希,
2000-04-28,2,6,ACT,バイオックス,大工の源さん～カチカチのトンカチがカチ～,"￥3,980","￥4,000代",0,,,,,,,"Max Matsuura",
2000-04-28,2,6,TBL,童,麻雀女王,"￥3,980","￥4,000代",0,,,,,,,,
2000-05-19,2,6,ETC,スターフィッシュ,ゲームコンビニ21,"￥3,980","￥4,000代",0,,,,,,,,
2000-05-26,2,6,ACT,ジョルダン,タイトーメモリアルバブルボブル,"￥3,980","￥4,000代",0,,,,,,,,
2000-05-26,2,6,RAC,ジョルダン,タイトーメモリアルCHASEH.Q.,"￥3,980","￥4,000代",0,,,,,,,,
2000-06-02,3,7,RPG,ハドソン,大貝獣物語ポヨンのダンジョンルーム2,"￥3,980","￥4,000代",0,,,,,,,,
2000-06-10,2,7,TBL,イマジニア,ビックリマン2000チャージングカードGB,"￥3,980","￥4,000代",0,,,,,,,,
2000-06-15,3,8,RPG,コナミ,ハンター×ハンター～ハンターの系譜～,"￥4,500","￥4,500代",0,,,,,,,,
2000-06-29,2,5,PZL,ナムコ,ミスタードリラーGB版,"￥3,800","￥4,000代",0,,,,,,,,
2000-06-30,2,6,ETC,エム・ティー・オー,おじゃる丸～満願神社は縁日でおじゃる！～,"￥4,280","￥4,500代",0,,,,,,,,
2000-06-30,3,7,ACT,サンソフト,ムーミンの大冒険,"￥3,980","￥4,000代",0,,,,,,,,
2000-06-30,3,7,TBL,アテナ,井出洋介の麻雀教室GB,"￥3,800","￥4,000代",0,,,,,,,,
2000-06-30,2,6,ETC,Jウィング,漢字BOY2,"￥4,800","￥5,000代",0,,,,,,,,
2000-07-06,3,7,SPT,コナミ,ワールドサッカーGB2000,"￥4,500","￥4,500代",0,,,,,,,,
2000-07-13,3,7,SPT,コナミ,がんばれ！ニッポン！オリンピック2000,"￥4,500","￥4,500代",0,,,,,,,,
2000-07-13,3,8,TBL,コナミ,遊戯王デュエルモンスターズ3三聖戦神降臨,"￥4,500","￥4,500代",0,,,,,,,,
2000-07-14,3,7,ADV,トミー,あつめてあそぶくまのプーさんもりのたからもの,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-14,3,6,TBL,タム,いつでもパチンコGBCRモンスターハウス,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-14,2,7,TBL,サクセス,おじゃる丸～月夜が池のたからもの～,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-14,2,7,RPG,アスミック,ドカボン！？ミレニアムクエスト,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-19,2,6,RPG,コナミ,サバイバルキッズ2～脱出！双子島～,"￥4,500","￥4,500代",0,,,,,,,,
2000-07-19,2,6,ACT,イマジニア,ディアダニエルののスウィートアドベンチャー～キティちゃんをさがして～,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-19,2,6,ACT,イマジニア,ハローキティのスウィートアドベンチャー～ダニエル君にあいたい～,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-21,2,6,SPT,ナウプロダクション,データナビプロ野球,"￥4,300","￥4,500代",0,,,,,,,,
2000-07-21,3,6,RAC,キッド,爆走デコトラ伝説GBスペシャル男度胸の天下統一,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-23,3,8,RPG,イマジニア,メダロット3カブトバージョン,"￥4,300","￥4,500代",0,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
2000-07-23,3,8,RPG,イマジニア,メダロット3クワガタバージョン,"￥4,300","￥4,500代",0,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
2000-07-27,3,8,ETC,プライムシステム,水木しげるの新・妖怪伝,"￥4,800","￥5,000代",0,,,,,,,,
2000-07-28,3,8,ADV,メディアファクトリー,サクラ大戦GB檄・花組入隊！,"￥4,800","￥5,000代",0,,,,,,,,
2000-07-28,3,7,TBL,Jウィング,華欄虎龍学園～花札・麻雀～,"￥4,800","￥5,000代",0,,,,,,,,
2000-08-03,3,7,ACT,コナミ,ダンスダンスレボリューションGB,"￥4,800","￥5,000代",0,,,,,,,,
2000-08-04,2,7,RPG,トミー,ゾイド邪神復活！～ジェノブレイカー編～,"￥4,500","￥4,500代",0,,,,,,,,
2000-08-04,2,7,RPG,マイクロキャビン,ソウルゲッター～放課後冒険RPG～,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-04,3,7,RPG,メディアファクトリー,ぞくぞくヒーローズ,"￥5,980","￥6,000代",0,,中潟憲雄,むらおしんいち|むらかみひろはる,とこよだようじ|樫本学ヴ,高濱祐輔|八鍬斉|堀江睦男|金光健司,三条陸,平林久和,
2000-08-04,2,8,RPG,Jウィング,ダンジョンセイバー,"￥4,800","￥5,000代",0,,菊地宏,高見初秋,菊地宏|おおつきべるの,足立美奈子,,菊地宏,
2000-08-04,3,7,RPG,ビクターインタラクティブソフトウェア,ぬし釣りアドベンチャーカイトの冒険,"￥4,200","￥4,000代",0,,,,,,,,
2000-08-04,3,7,STG,マイクロキャビン,マジカルチェイスGB～見習い魔法使い賢者の谷へ～,"￥3,480","￥3,500代",0,,,,,,,,
2000-08-04,3,7,ADV,マーベラスエンターテイメント,ラブひなポケット,"￥4,200","￥4,000代",0,,,,,,,,
2000-08-10,2,7,ACT,コナミ,筋肉番付GB2～目指せ！マッスルチャンピオン～,"￥4,500","￥4,500代",0,,,,,,,,
2000-08-11,3,6,SPT,アルトロン,K.O.-ザ・プロ・ボクシング-,"￥4,500","￥4,500代",0,,,,,,,,
2000-08-11,3,6,ACT,ケムコ,トゥイーティ世界一周80匹のネコをさがせ！,"￥4,200","￥4,000代",0,,,,,,,,
2000-08-11,2,7,ETC,アトラス,谷村ひとし流パチンコ攻略大作戦ドン・キホーテが行く,"￥4,500","￥4,500代",0,,,,,,,,
2000-08-11,3,6,SLG,エム・ティー・オー,なかよしペットシリーズ3かわいい仔犬,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-11,3,7,RAC,タカラ,パーフェクトチョロQ,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-11,3,7,RPG,ハドソン,ベイブレードFIGHTINGTOURNAMENT,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-11,2,6,ADV,ダズ,海底伝説！！トレジャーワールド,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-11,2,6,SPT,ナツメ,所さんの世田谷カントリークラブ,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-18,3,4,TBL,ポニーキャニオン,実践役に立つ詰碁,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-23,3,6,ACT,任天堂,コロコロカービィ,"￥4,500","￥4,500代",0,,鈴木利明,笠松栄弘|西川英治|能登英司|幸田清|鈴木ゆかり,井沢圭子,前川琢也|尾崎裕一|米政美,,上村雅之|谷口和彦,
2000-09-07,3,6,ETC,コナミ,ポップンミュージックGBアニメーションメロディ,"￥4,500","￥4,500代",0,,,,,,,,
2000-09-08,3,6,ETC,任天堂,とっとこハム太郎ともだち大作戦でちゅ,"￥3,800","￥4,000代",0,,,,,,,,
2000-09-21,3,7,PZL,任天堂,ポケモンでパネポン,"￥3,800","￥4,000代",0,,,,,,,,
2000-09-22,2,6,PZL,ジョルダン,ハムスター倶楽部あわせてチュー,"￥3,980","￥4,000代",0,,,,,,,,
2000-09-22,3,7,SLG,ナグザット,ぼくのキャンプ場,"￥3,980","￥4,000代",0,,,,,,,,
2000-09-22,3,6,PZL,コンパイル,ぽけっとぷよぷよ～ん,"￥3,980","￥4,000代",0,,,,,,,,
2000-09-28,3,7,ETC,コナミ,ビートマニアGBガッチャミックス2,"￥4,500","￥4,500代",0,,,,,,,,
2000-09-29,3,6,ACT,アルトロン,エレベーターアクションEX,"￥4,500","￥4,500代",0,,,,,,,,
2000-09-29,3,6,ADV,レイアップ,ゴン太のおきらく大冒険,"￥3,980","￥4,000代",0,,,,,,,"Max Matsuura",
2000-09-29,2,6,STG,タイトー,スペースインベーダーX,"￥3,980","￥4,000代",0,,,西角友宏,西角友宏,亀井道行,,,
2000-09-29,3,6,ACT,テクモ,ソロモン,"￥4,300","￥4,500代",0,,,,,,,,
2000-09-29,2,6,PZL,ナグザット,パズルデショーブヨ！ウータマちゃん,"￥3,800","￥4,000代",0,,,,,,,,
2000-09-29,3,7,TBL,キングレコード,新世紀エヴァンゲリオン麻雀補完計画,"￥3,980","￥4,000代",0,,,,,,,,
2000-09-29,3,7,SLG,ビクターインタラクティブソフトウェア,牧場物語GB3ボーイ・ミーツ・ガール,"￥4,200","￥4,000代",0,,,,和田康宏|まつやまいぐさ,,,和田康宏,
2000-10-06,3,7,ETC,エム・ティー・オー,カードキャプターさくら～友枝小学校大運動会～,"￥4,280","￥4,500代",0,,,,,,,,
2000-10-06,3,6,ETC,ヴィアール・ワン,スーパードール・リカちゃんきせかえ大作戦,"￥4,300","￥4,500代",0,,,,,,,,
2000-10-19,3,6,ACT,コナミ,サイボーグクロちゃん2～ホワイトウッズの逆襲～,"￥4,500","￥4,500代",0,,,,,,,,
2000-10-20,2,6,ACT,カプコン,ロックマンXサイバーミッション,"￥3,980","￥4,000代",0,,大小原宏治,,岡村志野|宮原健一|安藤恵介,梶野俊夫|前田早織,,三並達也,
2000-10-21,2,7,ADV,任天堂,怪人ゾナー,"￥3,800","￥4,000代",0,,,,,,,,
2000-10-27,1,6,ETC,イマジニア,合格ボーイGOLD■いアタマを●くする。立体平面図形の達人,"￥3,800","￥4,000代",0,,,,,,,,
2000-10-27,3,7,SLG,アルトロン,JETでGO！LET'SGOBYAIRLINER,"￥4,500","￥4,500代",0,,,,,,,,
2000-11-01,3,7,SPT,任天堂,マリオテニスGB,"￥3,800","￥4,000代",0,,高橋秀五,沼屋賢司,高橋宏之|高橋秀五|橋本充|三上雅史|木村明仁|松永かおり|さかもとひでとし|橋本昌之,桜庭統,,波多野信治|高橋宏之|高橋秀五,
2000-11-03,2,7,RPG,スマイルソフト,携帯電獣テレファングスピードバージョン,"￥4,700","￥4,500代",0,,,,,,,,
2000-11-03,2,7,RPG,スマイルソフト,携帯電獣テレファングパワーバージョン,"￥4,700","￥4,500代",0,,,,,,,,
2000-11-03,3,6,SPT,Jウィング,血と汗と涙の高校野球,"￥4,800","￥5,000代",0,,,,,,,,
2000-11-10,2,7,RPG,ナムコ,テイルズオブファンタジアなりきりダンジョン,"￥4,500","￥4,500代",0,,鈴木G健一,,藤島康介(キャラクターデザイン),田村信二|桜庭統|会田敏樹,新免G之進,横山茂|岡本進一郎,
2000-11-16,3,7,ETC,コナミ,DanceDanceRevolutionGB2,"￥4,800","￥5,000代",0,,,,,,,,
2000-11-17,2,7,RPG,アトラス,真・女神転生デビルチルドレン赤の書,"￥4,300","￥4,500代",0,,,,,,,,
2000-11-17,2,7,RPG,アトラス,真・女神転生デビルチルドレン黒の書,"￥4,300","￥4,500代",0,,,,,,,,
2000-11-17,3,8,RPG,エニックス,ドキドキ伝説魔法陣グルグル,"￥5,900","￥6,000代",0,,,,加瀬政広,中村暢之,衛藤ヒロユキ,,
2000-11-21,3,7,RPG,任天堂,かくれんぼバトルモンスタータクティクス,"￥3,800","￥4,000代",0,,,,,,,,
2000-11-22,3,6,ETC,コナミ,ポップンミュージックGBディズニーチューンズ,"￥4,500","￥4,500代",0,,,,,,,,
2000-11-22,3,6,ACT,コナミ,グリンチ,"￥4,500","￥4,500代",0,,,,,,,,
2000-11-22,3,6,SLG,コナミ,エアフォースデルタ,"￥4,300","￥4,500代",0,,,,,,,,
2000-11-23,3,6,ACT,タム,それいけ！アンパンマン～5つの塔の王様～,"￥4,500","￥4,500代",0,,,,,,,,
2000-11-23,3,7,RPG,エニックス,コマンドマスター,"￥5,900","￥6,000代",0,,,,,,,,
2000-11-24,3,7,RPG,イマジニア,メダロット3パーツコレクションZからの超線状,"￥4,300","￥4,500代",0,,,,,,,,
2000-11-24,2,6,SLG,バンプレスト,仙界異聞録準提大戦～TVアニメーション「仙界伝封神演義」より～,"￥3,980","￥4,000代",0,,,,,,,,
2000-11-30,3,6,ACT,コナミ,ハムナプトラ～失われた砂漠の都～,"￥4,300","￥4,500代",0,,,,,ジェリー・ゴールドスミス,スティーヴン・ソマーズ,,
2000-12-01,3,8,ACT,ユービーアイソフト,ドナルドダックデイジーを救え,"￥4,300","￥4,500代",0,,,,,,,,
2000-12-01,3,6,ADV,トミー,スーパーミメルGBミメルベアのハッピーメールタウン,"￥3,980","￥4,000代",0,,,,,,,,
2000-12-01,3,7,RPG,サンライズインタラクティブ,GBハロボッツ,"￥4,800","￥5,000代",0,,,,,,,,
2000-12-01,3,7,RPG,角川書店,六門天外モンコレナイトGB,"￥4,300","￥4,500代",0,,,,,,,,
2000-12-02,3,8,SLG,NECインターチャネル,Piaキャロットへようこそ！！2.2,"￥5,300","￥5,500代",0,,,,,あり,,,
2000-12-07,3,8,TBL,コナミ,遊戯王デュエルモンスターズ4最強決闘者戦記遊戯デッキ,"￥4,800","￥5,000代",0,,,,,,,,
2000-12-07,3,8,ETC,コナミ,遊戯王デュエルモンスターズ4最強決闘者戦記海馬デッキ,"￥4,800","￥5,000代",0,,,,,,,,
2000-12-07,3,8,ETC,コナミ,遊戯王デュエルモンスターズ4最強決闘者戦記城之内デッキ,"￥4,800","￥5,000代",0,,,,,,,,
2000-12-08,3,6,ETC,ビデオシステム,だぁ！だぁ！だぁ！とつぜん☆カードでバトルで占いで！？,"￥4,500","￥4,500代",0,,,,,,,,
2000-12-08,3,9,SLG,サイバーフロント,電車でGO！2,"￥5,200","￥5,000代",0,,,,,,,,
2000-12-08,2,7,TBL,キングレコード,でじこの麻雀パーティ,"￥3,980","￥4,000代",0,,,,,,,,
2000-12-08,3,8,RPG,エニックス,ドラゴンクエスト3そして伝説へ・・・,"￥6,400","￥6,500代",0,,,,,,,,
2000-12-14,3,7,RPG,任天堂,ポケットモンスタークリスタルバージョン,"￥3,800","￥4,000代",244,,田尻智|増田順一(サブディレクター),渡辺哲也|森本茂樹|玉田荘介|太田健程,田尻智|西野弘二|森本茂樹|増田順一|松島賢二|杉森建|藤原基史|森本茂樹|にしだあつこ|吉田宏信|斉藤むねお|太田敏|吉川玲奈|奥谷順|岩下明日香|渡辺哲也,増田順一|一之瀬剛,松宮稔展|松島賢二,出石武宏|川口孝司|石原恒和|山内溥,
2000-12-15,3,6,SLG,エム・ティー・オー,なかよしクッキングシリーズ1おいしいケーキ屋さん,"￥3,980","￥4,000代",0,,,,,,,,
2000-12-15,2,7,RPG,ナムコ,攻めCOMダンジョンドルルルアーガ,"￥4,500","￥4,500代",0,,,,,,,,
2000-12-15,2,8,SLG,ジョルダン,ハムスター倶楽部2,"￥4,300","￥4,500代",0,,,,,,,,
2000-12-15,3,8,SLG,アトラス,ハムスターパラダイス3ちゅりー,"￥4,300","￥4,500代",0,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
2000-12-16,2,7,ADV,バンプレスト,金田一少年の事件簿～10年目の招待状～,"￥4,500","￥4,500代",0,,,,,,,,
2000-12-20,3,6,ETC,小学館/エポック社,ドラえもんのスタディボーイ九九ゲーム,"￥3,980","￥4,000代",0,,,,,,,,
2000-12-21,3,6,ACT,コナミ,がんばれゴエモン～星空士ダイナマイッツあらわる！！～,"￥4,800","￥5,000代",0,,カワミナミケイタ,柳原秀紀|森岳徳|前川公輝|永田正規|村上真吾,カワミナミケイタ|笹倉敦|林彰吾|松岡美和,冨田朋也,,蛭子悦延|カワミナミケイタ,
2000-12-22,3,6,PZL,タイトー,パズルボブルミレニアム,"￥4,200","￥4,000代",0,,,,田中日香里,Hajime,モリ・マサ,,
2000-12-22,3,7,ADV,エポック社,シルバニアファミリー2色づく森のファンタジー,"￥3,980","￥4,000代",0,,,,,,,,
2000-12-22,3,6,RPG,スターフィッシュ,ウィザードリィエンパイア～復活の杖～,"￥3,980","￥4,000代",0,,,,,,,,
2000-12-22,2,7,RPG,タイトー,かわいいペットショップ物語2,"￥4,200","￥4,000代",0,,,,,,,,
2000-12-22,3,8,RPG,ハドソン,グランディアパラレルトリッパーズ,"￥4,500","￥4,500代",0,,,,,,,,
2001-01-01,3,7,RPG,ハドソン,桃太郎伝説1→2,"￥4,300","￥4,500代",0,,さくまあきら(ゲーム監督)|浦敏治|駒井一夫,塩本正悟(メインプログラム),土居孝幸,関口和之|宮路一昭,,中本伸一,
2001-01-01,3,8,SLG,Jウィング,あにまるぶり～だ～4,"￥4,800","￥5,000代",0,,,,,,,,
2001-01-12,3,6,ETC,小学館/エポック社,ドラえもんのスタディボーイ学習漢字ゲーム,"￥3,980","￥4,000代",0,,,,,,,,
