🌡️平均気温の合計(℃),☔降水量の合計(mm),💨平均風速(m/s),🧭最多風向(16方位),🏢都道府県,🏙️市区町村,⚪未使用1,⚪未使用2,🌡️平均気温(℃),❄️降雪量合計(cm),💧平均湿度(％),☁️平均雲量(10分比),♨️平均蒸気圧(hPa),🔄平均現地気圧(hPa),☀️日照時間(時間),🌨️雪日数(日),⚡雷日数(日),🌫️霧日数(日)
1994-05,69.5,3.0,↘️南東,福岡県,福岡市,,0,20.5,0,64,5.8,15.4,1008.5,208.4,0,0,0
1994-06,150.5,2.8,↖️北北西,福岡県,福岡市,,0,22.3,0,78,8.0,20.9,1006.7,146.4,0,0,0
1994-07,18.5,2.8,↖️北北西,福岡県,福岡市,,0,29.6,0,71,4.2,29.0,1005.4,311.4,0,1,0
1994-08,32.0,3.1,⬆️北,福岡県,福岡市,,0,29.8,0,66,4.1,27.3,1009.1,279.3,0,5,0
1994-09,161.5,3.2,⬆️北,福岡県,福岡市,,0,24.6,0,69,5.3,21.2,1008.4,201.4,0,4,0
1994-10,20.5,2.6,⬆️北,福岡県,福岡市,,0,19.7,0,65,5.2,14.9,1016.0,193.5,0,0,0
1994-11,34.0,1.9,↘️南東,福岡県,福岡市,,0,15.2,0,67,4.6,11.6,1021.8,167.8,0,1,0
1994-12,25.0,2.4,↘️南東,福岡県,福岡市,,0,10.1,0,65,7.0,8.2,1022.2,93.7,2,0,0
1995-01,86.5,3.2,↖️北北西,福岡県,福岡市,,0,6.9,1,58,7.2,5.9,1020.2,113.3,10,0,0
1995-02,31.0,2.4,↘️南東,福岡県,福岡市,,0,7.1,2,64,6.2,6.4,1019.1,142.3,3,1,0
1995-03,113.5,2.8,↘️南東,福岡県,福岡市,,0,10.1,3,67,6.5,8.5,1015.8,147.8,2,3,0
1995-04,107.0,2.6,↘️南東,福岡県,福岡市,,0,14.4,0,67,6.7,11.3,1013.8,172.1,0,1,0
1995-05,256.0,2.9,↖️北北西,福岡県,福岡市,,0,18.4,0,69,6.0,14.5,1010.7,216.9,0,2,0
1995-06,84.0,2.7,⬆️北,福岡県,福岡市,,0,21.7,0,75,7.9,19.4,1005.6,152.7,0,1,0
1995-07,527.5,2.9,⬇️南,福岡県,福岡市,,0,27.4,0,75,6.9,27.0,1008.3,189.1,0,5,0
1995-08,109.0,2.5,↘️南東,福岡県,福岡市,,0,29.3,0,73,6.1,29.6,1010.4,227.4,0,10,0
1995-09,169.0,3.0,⬆️北,福岡県,福岡市,,0,23.5,0,71,7.2,20.9,1010.8,145.4,0,3,0
1995-10,55.0,2.4,↘️南東,福岡県,福岡市,,0,19.2,0,71,5.3,15.8,1016.1,191.6,0,0,0
1995-11,38.5,2.8,↘️南東,福岡県,福岡市,,0,12.3,0,63,5.4,9.0,1017.7,153.7,0,1,0
1995-12,16.0,3.0,↘️南東,福岡県,福岡市,,0,7.4,0,59,6.6,6.2,1021.6,100.2,4,0,0
1996-01,41.5,2.9,↘️南東,福岡県,福岡市,,0,6.5,0,62,6.8,6.2,1020.1,121.2,5,0,1
1996-02,41.5,3.1,↘️南東,福岡県,福岡市,,0,6.1,0,63,7.1,6.2,1020.3,107.3,9,2,1
1996-03,124.5,3.2,⬆️北,福岡県,福岡市,,0,9.9,0,63,7.9,8.0,1015.5,118.4,0,3,0
1996-04,104.0,2.8,↖️北北西,福岡県,福岡市,,0,12.5,0,61,6.2,9.1,1015.6,194.4,0,0,0
1996-05,50.5,2.5,⬆️北,福岡県,福岡市,,0,19.4,0,64,6.4,14.2,1011.2,225.7,0,4,0
1996-06,344.0,2.7,↘️南東,福岡県,福岡市,,0,23.9,0,79,8.4,23.3,1006.6,102.2,0,2,0
1996-07,113.0,3.0,⬆️北,福岡県,福岡市,,0,27.1,0,75,7.0,26.7,1007.7,184.9,0,4,0
1996-08,179.5,2.9,↘️南東,福岡県,福岡市,,0,28.2,0,72,6.5,27.5,1006.6,207.9,0,2,0
1996-09,76.0,2.8,⬆️北,福岡県,福岡市,,0,23.8,0,70,6.4,20.7,1010.0,184.9,0,1,0
1996-10,72.0,2.3,↘️南東,福岡県,福岡市,,0,19.0,0,71,5.6,15.8,1015.8,179.9,0,1,0
1996-11,70.0,2.7,↘️南東,福岡県,福岡市,,0,14.2,0,68,7.2,11.6,1018.7,88.4,0,1,0
1996-12,59.0,2.5,↘️南東,福岡県,福岡市,,0,8.6,0,67,5.5,7.6,1019.7,133.7,3,1,0
1997-01,68.0,3.0,↘️南東,福岡県,福岡市,,0,6.2,3,63,6.8,6.0,1018.3,114.2,7,5,1
1997-02,32.0,2.8,↘️南東,福岡県,福岡市,,0,7.7,0,58,6.3,6.3,1019.3,134.3,2,0,0
1997-03,91.5,3.0,⬆️北,福岡県,福岡市,,0,11.3,0,64,6.2,8.7,1018.3,164.6,0,1,0
1997-04,142.5,2.7,⬆️北,福岡県,福岡市,,0,15.3,0,66,6.2,11.4,1014.5,196.1,0,4,0
1997-05,181.5,2.6,↘️南東,福岡県,福岡市,,0,20.4,0,67,6.7,16.1,1008.2,191.9,0,7,1
1997-06,190.0,2.6,⬆️北,福岡県,福岡市,,0,23.6,0,71,7.3,20.7,1006.7,185.4,0,2,0
1997-07,529.5,2.9,⬆️北,福岡県,福岡市,,0,26.6,0,75,7.1,25.6,1006.7,169.7,0,3,0
1997-08,322.5,3.0,↘️南東,福岡県,福岡市,,0,28.0,0,73,6.6,27.4,1007.6,205.0,0,5,0
1997-09,216.0,3.3,⬆️北,福岡県,福岡市,,0,23.3,0,72,6.7,20.9,1010.6,156.2,0,1,0
1997-10,33.5,2.6,↘️南東,福岡県,福岡市,,0,18.6,0,60,4.0,13.1,1015.8,227.6,0,3,0
1997-11,180.0,2.6,↘️南東,福岡県,福岡市,,0,14.9,0,67,6.3,11.7,1018.7,131.0,0,4,0
1997-12,96.0,2.6,↘️南東,福岡県,福岡市,,0,9.5,0,65,7.1,7.9,1021.2,98.6,4,1,0
1998-01,208.0,2.9,↘️南東,福岡県,福岡市,,0,6.6,0,67,8.5,6.7,1020.0,61.7,4,2,0
1998-02,68.0,2.9,⬆️北,福岡県,福岡市,,0,9.4,0,65,7.0,7.9,1018.0,108.2,1,1,1
1998-03,93.0,2.8,↘️南東,福岡県,福岡市,,0,10.9,0,64,7.2,8.4,1017.8,159.2,0,1,0
1998-04,201.0,2.7,⬆️北,福岡県,福岡市,,0,17.6,0,75,6.9,15.3,1013.8,147.6,0,3,1
1998-05,268.5,2.4,⬆️北,福岡県,福岡市,,0,21.1,0,72,7.4,17.8,1011.9,161.4,0,1,0
1998-06,401.0,2.7,⬆️北,福岡県,福岡市,,0,22.9,0,78,8.8,22.1,1007.1,116.5,0,2,0
1998-07,154.5,2.9,⬆️北,福岡県,福岡市,,0,27.6,0,75,7.6,27.6,1005.1,181.4,0,9,0
1998-08,175.0,2.8,↘️南東,福岡県,福岡市,,0,29.2,0,71,6.2,28.5,1007.6,198.5,0,5,0
1998-09,90.5,2.9,⬆️北,福岡県,福岡市,,0,25.7,0,73,6.7,24.0,1009.0,174.2,0,1,0
1998-10,139.5,2.4,⬆️北,福岡県,福岡市,,0,20.8,0,74,6.6,18.3,1014.4,131.5,0,0,0
1998-11,43.5,2.5,↘️南東,福岡県,福岡市,,0,14.3,0,66,6.0,10.9,1017.9,148.9,0,2,0
1998-12,23.0,2.4,↘️南東,福岡県,福岡市,,0,10.6,0,62,5.2,8.0,1021.6,176.3,0,0,0
1999-01,42.0,2.8,↘️南東,福岡県,福岡市,,0,7.3,0,58,6.6,6.0,1018.9,120.2,4,0,0
1999-02,51.5,2.9,↘️南東,福岡県,福岡市,,0,7.2,10,59,6.5,6.0,1019.5,127.6,8,1,0
1999-03,65.0,3.1,⬆️北,福岡県,福岡市,,0,11.3,0,69,7.9,9.4,1014.3,89.5,1,0,0
1999-04,101.0,3.2,⬆️北,福岡県,福岡市,,0,14.8,0,69,7.1,11.7,1012.6,141.1,0,1,0
1999-05,128.5,2.7,↖️北北西,福岡県,福岡市,,0,19.7,0,64,5.8,14.5,1010.2,243.2,0,1,0
1999-06,464.0,2.6,↖️北北西,福岡県,福岡市,,0,23.2,0,75,7.8,21.1,1006.9,139.3,0,3,0
1999-07,247.0,2.7,⬆️北,福岡県,福岡市,,0,25.3,0,77,8.7,24.6,1004.8,110.5,0,3,0
1999-08,194.5,2.8,↘️南東,福岡県,福岡市,,0,27.6,0,74,8.0,27.1,1006.0,128.7,0,9,0
1999-09,185.0,2.5,↘️南東,福岡県,福岡市,,0,26.2,0,77,7.7,26.1,1009.1,121.0,0,3,0
1999-10,60.5,2.4,↘️南東,福岡県,福岡市,,0,19.9,0,66,5.3,15.6,1016.2,177.5,0,3,0
1999-11,100.5,2.5,↘️南東,福岡県,福岡市,,0,13.8,0,67,6.6,10.7,1018.5,128.4,0,0,0
1999-12,22.0,2.8,↘️南東,福岡県,福岡市,,0,8.6,0,60,5.6,6.8,1022.3,144.8,4,1,0
2000-01,71.0,2.6,↘️南東,福岡県,福岡市,,0,7.7,0,67,7.5,7.2,1020.6,100.0,7,0,0
2000-02,27.0,3.1,↖️北北西,福岡県,福岡市,,0,6.1,0,56,7.1,5.3,1018.4,140.6,7,0,0
2000-03,103.5,3.2,↘️南東,福岡県,福岡市,,0,10.4,0,58,5.0,7.3,1015.7,213.0,0,1,0
2000-04,82.5,3.0,↘️南東,福岡県,福岡市,,0,15.1,0,59,6.0,10.1,1011.3,202.2,0,0,0
2000-05,101.0,2.5,↘️南東,福岡県,福岡市,,0,19.4,0,66,5.3,14.8,1009.5,217.9,0,1,0
2000-06,250.5,2.4,⬆️北,福岡県,福岡市,,0,23.0,0,74,8.0,20.6,1006.4,132.3,0,2,0
2000-07,149.5,2.9,↖️北北西,福岡県,福岡市,,0,28.2,0,68,6.5,25.9,1005.5,227.1,0,5,0
2000-08,100.0,2.8,↘️南東,福岡県,福岡市,,0,28.6,0,69,5.7,26.5,1007.6,214.2,0,8,0
2000-09,197.5,2.8,⬆️北,福岡県,福岡市,,0,24.4,0,71,6.5,21.7,1009.0,160.5,0,6,0
2000-10,86.5,2.4,⬆️北,福岡県,福岡市,,0,19.7,0,71,7.1,16.5,1015.3,120.7,0,1,0
2000-11,143.0,2.4,⬆️北,福岡県,福岡市,,0,14.5,0,68,5.6,11.5,1019.1,129.1,0,0,0
2000-12,32.0,2.4,↘️南東,福岡県,福岡市,,0,9.6,0,62,5.2,7.5,1020.0,151.7,0,1,0
2001-01,134.5,3.1,↘️南東,福岡県,福岡市,,0,6.2,5,63,7.6,6.1,1018.6,84.1,5,1,0
2001-02,94.0,2.7,↖️北北西,福岡県,福岡市,,0,7.7,0,64,6.9,6.9,1019.5,113.9,1,1,0
2001-03,84.5,3.1,↖️北北西,福岡県,福岡市,,0,10.9,0,59,6.6,7.9,1013.1,156.8,6,4,0
2001-04,53.5,2.6,⬆️北,福岡県,福岡市,,0,15.3,0,63,5.5,11.0,1013.6,192.9,0,0,0
2001-05,117.5,2.7,⬆️北,福岡県,福岡市,,0,20.1,0,66,7.1,15.4,1008.6,169.8,0,0,0
2001-06,490.5,2.6,⬆️北,福岡県,福岡市,,0,23.6,0,73,8.5,21.2,1006.4,125.5,0,6,0
2001-07,311.0,2.5,↖️北北西,福岡県,福岡市,,0,27.8,0,72,5.5,26.8,1007.2,222.4,0,8,0
2001-08,78.0,3.0,⬆️北,福岡県,福岡市,,0,28.5,0,67,6.0,26.0,1006.7,225.1,0,7,0
2001-09,211.0,3.0,⬆️北,福岡県,福岡市,,0,24.0,0,70,6.1,20.9,1010.0,185.4,0,3,0
2001-10,148.0,2.5,⬆️北,福岡県,福岡市,,0,19.8,0,67,5.7,15.5,1015.1,171.7,0,0,0
2001-11,145.0,2.3,↘️南東,福岡県,福岡市,,0,13.2,0,64,5.5,9.7,1018.1,147.7,0,3,0
2001-12,75.0,2.5,↘️南東,福岡県,福岡市,,0,8.3,0,63,6.8,6.9,1022.5,115.3,4,1,0
2002-01,95.5,3.3,⬅️西,福岡県,福岡市,,0,7.9,0,60,6.9,6.7,1017.6,112.7,7,2,0
2002-02,40.5,2.6,↘️南東,福岡県,福岡市,,0,8.4,0,60,6.2,6.7,1020.4,148.1,3,0,0
2002-03,125.5,2.9,↘️南東,福岡県,福岡市,,0,12.5,0,58,5.3,8.5,1015.6,201.6,0,0,0
2002-04,102.0,3.1,↘️南東,福岡県,福岡市,,0,16.6,0,61,7.3,11.7,1014.1,139.5,0,3,1
2002-05,255.5,2.5,⬆️北,福岡県,福岡市,,0,19.3,0,71,7.2,15.7,1009.9,145.9,0,3,2
2002-06,103.5,2.7,⬆️北,福岡県,福岡市,,0,23.6,0,68,6.2,19.6,1006.1,210.8,0,2,0
2002-07,109.5,3.0,⬆️北,福岡県,福岡市,,0,27.9,0,70,7.3,26.2,1004.1,156.3,0,2,0
2002-08,108.5,3.5,⬆️北,福岡県,福岡市,,0,27.8,0,67,7.0,24.9,1006.9,189.1,0,3,0
2002-09,186.0,3.2,⬆️北,福岡県,福岡市,,0,24.4,0,67,5.8,20.6,1011.2,201.5,0,1,0
2002-10,109.5,2.4,↘️南東,福岡県,福岡市,,0,18.8,0,63,5.3,14.0,1014.9,171.2,0,2,0
2002-11,37.0,2.8,↘️南東,福岡県,福岡市,,0,11.5,0,57,5.9,7.8,1018.5,145.3,0,5,0
2002-12,98.5,2.7,↖️北北西,福岡県,福岡市,,0,9.1,0,64,7.5,7.7,1020.8,79.5,7,0,0
2003-01,50.0,3.0,↘️南東,福岡県,福岡市,,0,5.9,2,60,7.8,5.7,1019.4,86.9,10,2,0
2003-02,74.5,2.6,⬆️北,福岡県,福岡市,,0,8.3,0,64,7.0,7.1,1018.6,123.2,2,3,0
2003-03,103.0,3.2,⬆️北,福岡県,福岡市,,0,9.9,0,63,6.9,7.8,1017.6,146.1,5,0,0
2003-04,144.5,3.0,⬆️北,福岡県,福岡市,,0,16.1,0,65,6.8,12.0,1013.2,147.1,0,2,0
2003-05,110.5,3.0,⬆️北,福岡県,福岡市,,0,20.0,0,68,6.6,15.8,1009.9,176.3,0,0,0
2003-06,200.5,2.5,↘️南東,福岡県,福岡市,,0,23.2,0,70,7.8,19.8,1005.7,149.2,0,0,0
2003-07,444.5,2.9,⬆️北,福岡県,福岡市,,0,25.5,0,75,8.8,24.4,1006.6,100.8,0,6,0
2003-08,232.0,2.4,⬆️北,福岡県,福岡市,,0,27.2,0,74,7.1,26.5,1007.3,163.4,0,5,0
2003-09,69.5,2.9,⬆️北,福岡県,福岡市,,0,25.6,0,67,5.2,22.1,1011.1,216.4,0,3,0
2003-10,11.0,2.6,↘️南東,福岡県,福岡市,,0,18.8,0,58,4.7,12.7,1015.2,230.8,0,0,0
2003-11,124.5,2.3,↘️南東,福岡県,福岡市,,0,16.1,0,70,6.8,13.1,1018.2,111.1,0,0,0
2003-12,36.0,2.9,↘️南東,福岡県,福岡市,,0,9.3,0,57,6.4,6.9,1020.0,107.0,4,0,0
2004-01,55.0,2.6,↘️南東,福岡県,福岡市,,0,6.1,3,59,6.7,5.5,1019.8,128.7,9,2,0
2004-02,66.0,2.9,↖️西北西,福岡県,福岡市,,0,9.0,0,54,5.8,6.4,1017.9,152.2,5,2,0
2004-03,97.0,3.0,⬆️北,福岡県,福岡市,,0,10.9,0,55,6.2,7.4,1017.2,178.0,3,2,0
2004-04,68.5,2.9,⬆️北,福岡県,福岡市,,0,16.2,0,58,5.3,10.6,1012.1,222.5,0,0,0
2004-05,268.5,2.5,⬇️南南東,福岡県,福岡市,,0,20.5,0,67,7.3,16.1,1009.2,162.9,0,0,1
2004-06,225.0,2.6,⬆️北,福岡県,福岡市,,0,24.0,0,67,7.5,19.8,1007.7,193.2,0,1,0
2004-07,53.0,2.9,⬆️北,福岡県,福岡市,,0,28.7,0,66,6.5,25.9,1007.2,218.2,0,6,0
2004-08,154.5,3.0,⬆️北,福岡県,福岡市,,0,28.6,0,69,6.7,26.7,1005.1,200.9,0,4,0
2004-09,304.5,2.6,↘️南東,福岡県,福岡市,,0,24.6,0,76,8.0,23.3,1011.5,108.9,0,6,0
2004-10,256.5,3.2,⬆️北,福岡県,福岡市,,0,19.0,0,69,5.7,15.2,1015.6,168.5,0,0,0
2004-11,58.5,2.0,↘️南東,福岡県,福岡市,,0,15.1,0,66,4.9,11.3,1019.9,183.6,0,0,0
2004-12,134.5,2.1,↘️南東,福岡県,福岡市,,0,10.7,2,66,5.9,8.5,1020.1,144.1,2,1,0
2005-01,47.0,3.0,↘️南東,福岡県,福岡市,,0,6.4,0,59,8.0,5.8,1018.1,77.3,12,2,0
2005-02,91.0,2.9,↖️北北西,福岡県,福岡市,,0,6.1,0,63,7.6,6.2,1019.2,85.1,7,0,0
2005-03,93.0,2.9,↘️南東,福岡県,福岡市,,0,9.6,4,61,6.5,7.6,1017.0,154.0,5,2,0
2005-04,36.0,2.9,⬆️北,福岡県,福岡市,,0,16.7,0,56,5.3,10.8,1014.1,229.3,0,2,1
2005-05,62.5,2.8,⬆️北,福岡県,福岡市,,0,19.4,0,63,6.4,14.0,1009.3,255.7,0,1,1
2005-06,15.0,2.7,⬆️北,福岡県,福岡市,,0,24.8,0,66,7.3,20.4,1005.4,183.2,0,0,0
2005-07,301.0,2.7,⬆️北,福岡県,福岡市,,0,27.6,0,73,7.3,26.7,1006.1,137.9,0,7,0
2005-08,73.5,2.5,⬇️南南東,福岡県,福岡市,,0,28.4,0,68,7.0,26.2,1007.7,186.2,0,4,0
2005-09,115.0,3.0,⬆️北,福岡県,福岡市,,0,26.0,0,72,6.6,24.1,1011.6,173.2,0,1,0
2005-10,18.5,2.6,⬆️北,福岡県,福岡市,,0,20.5,0,65,6.4,15.9,1016.0,155.9,0,1,0
2005-11,109.0,2.4,↘️南東,福岡県,福岡市,,0,14.4,0,64,6.0,10.6,1017.7,146.8,0,3,0
2005-12,58.5,3.5,↖️北北西,福岡県,福岡市,,0,6.0,0,58,7.5,5.5,1020.2,90.0,14,3,0
2006-01,46.0,2.3,↘️南東,福岡県,福岡市,,0,6.9,0,64,7.4,6.6,1020.5,106.5,3,0,1
2006-02,93.0,3.0,↖️北北西,福岡県,福岡市,,0,7.7,0,63,7.6,6.9,1021.3,114.0,5,1,0
2006-03,102.0,2.9,↘️南東,福岡県,福岡市,,0,10.1,0,61,6.3,7.8,1014.6,160.3,3,2,0
2006-04,199.5,3.2,↘️南東,福岡県,福岡市,,0,14.6,0,63,6.4,10.3,1010.3,167.4,0,1,0
2006-05,183.5,2.8,⬆️北,福岡県,福岡市,,0,19.2,0,73,7.9,16.1,1011.1,135.3,0,0,1
2006-06,320.0,2.3,⬆️北,福岡県,福岡市,,0,23.2,0,74,8.0,21.1,1006.6,147.1,0,3,0
2006-07,405.5,2.4,⬆️北,福岡県,福岡市,,0,27.3,0,75,7.7,26.8,1006.2,129.9,0,7,0
2006-08,256.0,2.7,⬆️北,福岡県,福岡市,,0,29.0,0,72,5.9,28.6,1005.9,237.4,0,11,0
2006-09,236.5,3.0,⬆️北,福岡県,福岡市,,0,23.3,0,74,6.8,21.2,1010.0,168.2,0,4,0
2006-10,28.0,2.8,⬆️北,福岡県,福岡市,,0,20.6,0,68,4.4,16.3,1015.5,214.8,0,0,0
2006-11,107.0,2.5,↘️南東,福岡県,福岡市,,0,15.0,0,65,6.5,11.1,1016.4,136.0,0,6,0
2006-12,41.0,2.5,↘️南東,福岡県,福岡市,,0,9.5,0,64,6.9,7.8,1022.2,112.1,3,2,0
2007-01,47.5,2.2,↘️南東,福岡県,福岡市,,0,7.6,0,61,7.8,6.4,1022.1,94.2,4,1,0
2007-02,61.5,2.6,↘️南東,福岡県,福岡市,,0,9.8,0,63,5.2,7.8,1017.9,148.9,2,1,0
2007-03,81.5,2.9,↘️南東,福岡県,福岡市,,0,11.3,0,57,6.4,8.0,1016.5,171.7,2,2,0
2007-04,74.5,2.9,⬆️北,福岡県,福岡市,,0,15.1,0,57,6.3,9.8,1014.5,196.3,0,3,0
2007-05,64.5,3.0,⬆️北,福岡県,福岡市,,0,20.4,0,60,5.9,14.1,1008.0,243.0,0,2,0
2007-06,40.5,2.5,⬆️北,福岡県,福岡市,,0,23.8,0,71,8.0,20.7,1007.2,132.7,0,3,0
2007-07,381.0,2.6,↖️北北西,福岡県,福岡市,,0,26.3,0,74,7.0,25.1,1003.5,145.1,0,5,0
2007-08,178.5,2.8,↘️南東,福岡県,福岡市,,0,29.4,0,66,6.4,26.7,1008.6,221.5,0,10,0
2007-09,72.0,2.7,⬆️北,福岡県,福岡市,,0,27.0,0,69,6.5,24.6,1009.3,179.5,0,4,0
2007-10,88.0,2.5,⬆️北,福岡県,福岡市,,0,20.9,0,63,5.2,15.8,1015.6,192.1,0,0,0
2007-11,13.0,2.4,↖️北北西,福岡県,福岡市,,0,14.1,0,58,5.7,9.4,1019.2,161.5,0,0,0
2007-12,92.5,2.7,↘️南東,福岡県,福岡市,,0,9.8,0,60,7.3,7.4,1018.4,100.2,2,1,0
2008-01,70.0,2.6,↘️南東,福岡県,福岡市,,0,7.5,0,62,7.1,6.6,1020.3,101.9,1,0,0
2008-02,52.0,3.1,↖️北北西,福岡県,福岡市,,0,6.3,0,52,6.5,5.0,1020.4,146.0,5,1,0
2008-03,162.0,2.9,⬆️北,福岡県,福岡市,,0,10.7,0,64,5.7,8.2,1015.8,176.7,2,4,0
2008-04,120.0,2.9,⬆️北,福岡県,福岡市,,0,15.0,0,65,6.6,11.0,1013.4,184.3,0,0,0
2008-05,163.5,2.6,⬆️北,福岡県,福岡市,,0,19.4,0,64,6.4,14.3,1008.6,220.1,0,2,0
2008-06,386.0,2.5,⬆️北,福岡県,福岡市,,0,22.2,0,76,8.8,20.2,1007.4,86.7,0,3,1
2008-07,48.0,2.4,↖️北北西,福岡県,福岡市,,0,29.0,0,68,6.2,26.9,1007.2,223.7,0,4,0
2008-08,419.0,2.7,⬆️北,福岡県,福岡市,,0,27.6,0,71,7.1,26.0,1006.0,161.7,0,10,0
2008-09,174.0,2.5,⬆️北,福岡県,福岡市,,0,25.0,0,74,8.0,23.4,1010.1,134.1,0,5,0
2008-10,16.5,2.2,↘️南東,福岡県,福岡市,,0,20.3,0,64,6.3,15.2,1015.9,175.4,0,0,0
2008-11,91.0,2.1,↘️南東,福岡県,福岡市,,0,13.4,0,64,7.5,10.0,1018.6,107.5,1,2,0
2008-12,78.5,2.6,↘️南東,福岡県,福岡市,,0,9.1,0,62,6.3,7.3,1020.2,122.1,3,1,0
2009-01,62.5,2.5,↘️南東,福岡県,福岡市,,0,6.4,6,63,7.8,6.1,1020.7,77.8,10,1,0
2009-02,86.0,2.5,↘️南東,福岡県,福岡市,,0,9.8,0,66,6.2,8.2,1016.6,107.7,1,0,0
2009-03,46.0,2.9,↘️南東,福岡県,福岡市,,0,11.7,0,57,6.6,8.0,1016.4,169.5,1,0,0
2009-04,99.5,2.7,↖️北北西,福岡県,福岡市,,0,15.6,0,57,5.0,10.1,1013.6,224.4,0,1,0
2009-05,45.5,2.9,⬆️北,福岡県,福岡市,,0,19.9,0,60,6.4,13.6,1010.8,203.7,0,1,0
2009-06,219.0,2.5,⬆️北,福岡県,福岡市,,0,23.6,0,68,7.9,19.7,1005.0,168.4,0,0,0
2009-07,619.5,2.8,⬇️南,福岡県,福岡市,,0,26.8,0,72,8.9,25.2,1005.4,87.1,0,7,0
2009-08,94.0,2.5,↖️北北西,福岡県,福岡市,,0,27.6,0,70,7.0,25.8,1006.7,188.2,0,3,0
2009-09,83.5,2.4,⬆️北,福岡県,福岡市,,0,24.4,0,69,5.5,20.8,1010.6,203.9,0,0,0
2009-10,105.0,2.3,⬆️北,福岡県,福岡市,,0,19.7,0,61,5.7,13.9,1014.0,173.3,0,0,0
2009-11,181.5,2.4,↘️南東,福岡県,福岡市,,0,13.7,0,66,6.8,10.6,1019.2,108.4,0,0,0
2009-12,50.0,2.6,↖️北北西,福岡県,福岡市,,0,8.9,0,62,7.3,7.4,1018.3,94.6,7,0,0
2010-01,50.5,2.5,↖️西北西,福岡県,福岡市,,0,6.6,2,61,6.6,6.1,1020.4,133.4,9,0,0
2010-02,70.0,3.0,⬆️北,福岡県,福岡市,,0,9.4,0,62,7.3,7.7,1017.6,114.1,1,0,1
2010-03,155.0,3.5,⬆️北,福岡県,福岡市,,0,10.9,0,64,7.6,8.5,1017.3,111.2,2,1,0
2010-04,199.5,3.2,⬆️北,福岡県,福岡市,,0,13.8,0,62,7.5,9.9,1015.9,154.3,0,0,0
2010-05,105.0,3.0,⬆️北,福岡県,福岡市,,0,19.2,0,64,6.7,14.2,1010.1,197.1,0,0,1
2010-06,203.0,2.3,↘️南東,福岡県,福岡市,,0,23.5,0,73,8.2,21.2,1008.3,145.0,0,1,0
2010-07,453.5,2.5,⬆️北,福岡県,福岡市,,0,27.7,0,73,7.3,26.7,1007.9,160.9,0,2,0
2010-08,69.5,2.9,↘️南東,福岡県,福岡市,,0,30.3,0,65,5.8,28.0,1010.3,229.7,0,7,0
2010-09,138.5,2.8,⬆️北,福岡県,福岡市,,0,26.3,0,67,6.1,23.0,1011.4,185.0,0,5,0
2010-10,78.5,2.7,⬆️北,福岡県,福岡市,,0,20.0,0,65,7.4,15.3,1014.8,126.8,0,1,0
2010-11,58.0,2.5,↘️南東,福岡県,福岡市,,0,13.2,0,60,5.5,9.1,1018.6,169.2,0,2,0
2010-12,148.0,3.3,↖️西北西,福岡県,福岡市,,0,8.8,1,64,7.0,7.4,1014.0,106.4,7,6,0
2011-01,106.0,3.2,↖️西北西,福岡県,福岡市,,0,3.8,0,59,8.2,4.8,1021.3,89.7,13,1,0
2011-02,48.0,2.7,⬆️北,福岡県,福岡市,,0,8.2,0,65,6.5,7.2,1017.9,130.8,2,2,0
2011-03,60.0,3.1,↖️北北西,福岡県,福岡市,,0,8.8,0,56,5.8,6.5,1018.7,185.0,2,1,0
2011-04,37.5,3.4,⬆️北,福岡県,福岡市,,0,14.7,0,59,5.4,9.9,1013.5,224.5,0,0,0
2011-05,277.5,2.9,⬆️北,福岡県,福岡市,,0,19.8,0,73,7.9,16.8,1010.0,156.3,0,0,2
2011-06,409.0,2.5,↘️南東,福岡県,福岡市,,0,23.9,0,80,9.0,23.6,1006.8,107.6,0,4,1
2011-07,172.0,3.3,⬆️北,福岡県,福岡市,,0,27.9,0,73,7.8,27.2,1005.6,201.3,0,7,0
2011-08,322.0,2.9,↘️南東,福岡県,福岡市,,0,28.5,0,74,7.6,28.3,1007.4,177.4,0,10,0
2011-09,85.5,3.9,⬆️北,福岡県,福岡市,,0,25.2,0,73,6.5,23.5,1008.6,177.4,0,2,0
2011-10,127.0,2.5,⬆️北,福岡県,福岡市,,0,19.7,0,70,6.6,16.0,1016.4,157.6,0,1,0
2011-11,166.5,2.5,↘️南東,福岡県,福岡市,,0,16.3,0,69,6.9,13.3,1019.5,115.7,0,0,0
2011-12,38.0,3.0,↖️北北西,福岡県,福岡市,,0,8.5,0,60,7.7,6.9,1022.1,96.6,5,1,0
2012-01,29.5,2.9,↘️南東,福岡県,福岡市,,0,6.3,0,60,7.8,5.8,1020.6,98.7,7,0,0
2012-02,155.0,2.9,↘️南東,福岡県,福岡市,,0,5.7,11,68,8.6,6.5,1019.0,75.6,12,0,0
2012-03,125.0,3.1,⬆️北,福岡県,福岡市,,0,10.7,0,64,6.6,8.3,1016.5,153.8,0,0,0
2012-04,74.5,3.2,⬆️北,福岡県,福岡市,,0,16.2,0,61,5.9,11.4,1012.6,211.1,0,2,0
2012-05,43.5,3.0,⬆️北,福岡県,福岡市,,0,20.1,0,68,6.9,15.7,1009.5,184.5,0,0,0
2012-06,288.5,2.7,⬆️北,福岡県,福岡市,,0,23.1,0,78,9.0,21.7,1005.4,105.8,0,2,0
